"No.","Ticker","Company","Index","Sector","Industry","Country","Market Cap","P/E","Forward P/E","PEG","P/S","P/B","P/Cash","P/Free Cash Flow","Book/sh","Cash/sh","Dividend","Dividend Yield","Payout Ratio","EPS (ttm)","EPS next Q","EPS growth this year","EPS growth next year","EPS growth past 5 years","EPS growth next 5 years","Sales growth past 5 years","Sales growth quarter over quarter","EPS growth quarter over quarter","Sales","Income","EPS Surprise","Revenue Surprise","Shares Outstanding","Shares Float","Float %","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Short Float","Short Ratio","Short Interest","Return on Assets","Return on Equity","Return on Investment","Current Ratio","Quick Ratio","LT Debt/Equity","Total Debt/Equity","Gross Margin","Operating Margin","Profit Margin","Performance (1 Minute)","Performance (2 Minutes)","Performance (3 Minutes)","Performance (5 Minutes)","Performance (10 Minutes)","Performance (15 Minutes)","Performance (30 Minutes)","Performance (1 Hour)","Performance (2 Hours)","Performance (4 Hours)","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Beta","Average True Range","Volatility (Week)","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","50-Day High","50-Day Low","52-Week High","52-Week Low","All-Time High","All-Time Low","Relative Strength Index (14)","Earnings Date","IPO Date","Optionable","Shortable","Employees","Change from Open","Gap","Analyst Recom","Average Volume","Relative Volume","Volume","Trades","Target Price","Prev Close","Open","High","Low","Price","Change","After-Hours Close","After-Hours Change","Single Category","Asset Type","ETF Type","Sector/Theme","Region","Active/Passive","Net Expense Ratio","Total Holdings","Assets Under Management","Net Asset Value","Net Asset Value %","Net Flows (1 Month)","Net Flows % (1 Month)","Net Flows (3 Month)","Net Flows % (3 Month)","Net Flows (YTD)","Net Flows % (YTD)","Net Flows (1 Year)","Net Flows % (1 Year)","Return 1 Year","Return 3 Year","Return 5 Year","Return 10 Year","Return Since Inception","Tags"
7282,"REX","REX American Resources Corp","RUT","Basic Materials","Chemicals","USA",793.92,11.49,19.91,1.44,1.10,1.47,2.29,14.35,30.72,19.71,,,0.00%,3.93,0.72,-25.07%,-12.69%,-6.74%,8.00%,18.39%,-30.34%,35.08%,718.55,69.21,41.76%,-0.57%,17.50,15.47,88.40%,11.93%,-0.21%,85.51%,5.56%,3.55%,4.40,0.55,10.87%,13.76%,12.60%,8.07,7.51,0.02,0.02,14.00%,10.17%,9.63%,0.22%,0.28%,-0.30%,0.35%,-0.19%,0.19%,0.69%,0.30%,0.41%,-0.43%,0.77%,2.28%,-5.09%,-17.32%,25.73%,-4.47%,0.93,1.37,3.40%,3.00%,-1.32%,0.18%,-5.00%,-7.10%,9.44%,-25.66%,26.47%,-25.66%,12742.41%,48.10,8/27/2024 8:30:00 AM,7/17/1984,Yes,Yes,117,-0.12%,-0.92%,1.00,124.69,0.27,16811,479,60.00,45.66,45.24,45.35,44.78,45.19,-1.04%,,,,,,,,,,,,,,,,,,,,,,,,,,,
7283,"REXR","Rexford Industrial Realty Inc","-","Real Estate","REIT - Industrial","USA",10589.32,39.94,35.64,3.82,12.25,1.34,84.24,87.67,36.13,0.57,1.66,3.43%,135.74%,1.21,0.28,7.55%,12.35%,22.03%,10.46%,30.15%,21.03%,42.82%,864.63,256.41,36.03%,2.32%,219.52,219.06,99.79%,0.21%,-8.81%,109.19%,0.16%,2.91%,4.16,6.37,2.35%,3.49%,2.23%,,,0.43,0.44,47.14%,38.45%,29.66%,-0.01%,-0.01%,-0.07%,0.02%,-0.08%,-0.00%,0.29%,0.13%,0.61%,1.21%,2.44%,-5.84%,-2.92%,8.01%,-1.31%,-14.01%,0.94,0.90,1.54%,1.68%,-2.33%,-3.57%,-1.81%,-8.31%,4.10%,-16.86%,16.07%,-43.03%,297.35%,43.85,10/16/2024 4:30:00 PM,7/19/2013,Yes,Yes,242,1.92%,0.04%,2.00,1532.20,0.73,571276,4790,54.69,47.31,47.33,48.33,47.38,48.24,1.96%,,,,,,,,,,,,,,,,,,,,,,,,,,,
7284,"REYN","Reynolds Consumer Products Inc","-","Consumer Cyclical","Packaging & Containers","USA",6398.76,17.72,17.07,1.99,1.73,3.14,63.35,12.33,9.71,0.48,0.92,3.01%,64.83%,1.72,0.41,19.25%,5.37%,11.07%,8.90%,3.77%,-1.06%,46.83%,3705.00,361.00,6.90%,4.41%,210.00,54.22,25.82%,74.20%,-0.01%,27.86%,0.28%,2.95%,2.54,1.60,7.41%,18.52%,9.29%,2.13,1.01,0.91,0.91,27.40%,15.38%,9.74%,0.02%,0.01%,-0.00%,0.03%,-0.02%,0.04%,-0.16%,-0.14%,-0.12%,0.48%,1.36%,-4.46%,10.65%,8.13%,20.55%,13.45%,0.48,0.50,1.40%,1.79%,-0.30%,-1.18%,5.63%,-6.74%,8.71%,-6.74%,22.54%,-15.42%,40.91%,49.41,8/7/2024 8:30:00 AM,1/31/2020,Yes,Yes,6000,0.40%,0.17%,2.40,630.48,0.35,113539,2563,32.89,30.28,30.33,30.53,30.22,30.45,0.56%,,,,,,,,,,,,,,,,,,,,,,,,,,,
7285,"REZ","iShares Residential and Multisector Real Estate ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,1.91,2.19%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03%,0.05%,0.05%,0.03%,-0.00%,0.12%,0.12%,0.15%,0.14%,0.72%,2.62%,-3.78%,8.52%,28.72%,31.93%,19.16%,0.97,1.16,1.11%,1.24%,-0.04%,1.21%,14.70%,-4.40%,9.89%,-4.40%,44.47%,-12.44%,672.54%,53.90,,5/4/2007,Yes,Yes,,1.19%,0.50%,,132.48,0.73,48826,564,,86.15,86.58,87.61,86.69,87.61,1.69%,,,"US Equities - Industry Sector","Equities (Stocks)","US Equities","Real Estate","US","Passive",0.48%,45,1077299925,86.18,0.02,93449173.95,9.50,374653831.40,53.32,316361360.85,41.58,330038006.40,44.17,32.51,2.49,4.28,8.57,7.21,"U.S. equity REITs real-estate"
7286,"REZI","Resideo Technologies Inc","RUT","Industrials","Industrial Distribution","USA",3103.89,17.79,8.79,,0.50,1.10,7.52,9.55,19.22,2.82,,,0.00%,1.19,0.56,44.51%,5.68%,-15.55%,,5.45%,-0.81%,-40.02%,6166.00,176.00,36.77%,3.55%,145.39,144.12,99.13%,1.56%,-1.08%,92.87%,-0.11%,1.47%,2.27,2.11,2.42%,5.90%,3.22%,1.81,1.06,0.66,0.68,26.69%,9.11%,2.85%,0.05%,0.09%,0.00%,0.34%,0.28%,0.50%,0.57%,1.23%,1.58%,1.83%,6.64%,10.59%,-3.81%,7.29%,43.92%,12.65%,2.09,0.57,2.52%,2.83%,6.71%,9.43%,5.55%,1.34%,21.63%,-9.52%,49.35%,-36.24%,469.89%,67.64,8/8/2024 4:30:00 PM,10/15/2018,Yes,Yes,14000,1.95%,-0.55%,1.80,929.99,0.42,196766,1908,25.33,20.91,20.80,21.19,20.80,21.20,1.39%,,,,,,,,,,,,,,,,,,,,,,,,,,,
7287,"RF","Regions Financial Corp.","S&P 500","Financial","Banks - Regional","USA",22251.14,13.66,10.92,5.19,2.41,1.43,,9.74,16.95,,0.97,4.01%,41.77%,1.78,0.53,-10.84%,11.45%,6.49%,2.63%,7.68%,-0.87%,-12.24%,9219.00,1652.00,9.03%,1.17%,922.34,912.23,98.90%,0.32%,0.93%,80.35%,0.16%,4.37%,5.34,39.89,1.13%,10.35%,7.42%,0.12,,0.30,0.33,,24.33%,17.92%,0.00%,0.08%,0.11%,0.06%,0.12%,0.33%,0.60%,0.98%,0.77%,0.93%,6.93%,9.04%,9.97%,29.27%,51.68%,25.46%,1.19,0.53,2.00%,2.09%,5.55%,8.52%,20.15%,1.44%,22.31%,1.44%,77.29%,-37.89%,934.68%,69.68,10/18/2024 8:30:00 AM,3/17/1980,Yes,Yes,20101,1.40%,0.55%,2.36,7473.32,1.20,4564361,16319,25.10,23.85,23.98,24.32,23.82,24.32,1.95%,,,,,,,,,,,,,,,,,,,,,,,,,,,
7288,"RFAC","RF Acquisition Corp","-","Financial","Shell Companies","Singapore",65.36,,,,,2.64,544.65,,4.26,0.02,,,,-0.17,,,,,,0.00%,,47.42%,0.00,-0.53,,,2.94,2.74,93.20%,52.84%,0.00%,32.74%,,0.00%,0.00,0.00,-1.42%,-1.64%,-2.14%,0.03,0.03,0.00,0.06,,0.00%,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.09%,0.81%,4.08%,6.95%,13.66%,4.66%,0.01,0.04,0.14%,0.11%,0.31%,1.16%,5.36%,-1.06%,3.03%,-1.06%,5.55%,-4.02%,14.65%,60.36,,4/20/2022,No,Yes,2,0.00%,0.00%,,23.61,0.00,0,0,,11.23,11.23,11.23,11.23,11.23,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,
7289,"RFAI","RF Acquisition Corp II","-","Financial","Shell Companies","Singapore",152.05,,,,,1.82,214.16,,5.56,0.05,,,,,,,,,,,,,,,,,15.01,11.55,76.95%,23.07%,0.00%,9.55%,,0.06%,0.10,0.01,,,,6.25,6.25,0.00,0.00,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.05%,0.15%,,,,0.90%,,0.02,0.09%,0.15%,0.04%,0.22%,0.30%,-1.07%,0.70%,-1.07%,1.30%,-1.07%,1.30%,53.11,,7/5/2024,No,Yes,,0.00%,0.00%,,70.94,1.10,39740,16,,10.13,10.13,10.13,10.13,10.13,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,
7290,"RFAIU","RF Acquisition Corp II","-","Financial","Shell Companies","Singapore",154.45,,,,,1.85,217.54,,5.56,0.05,,,,,,,,,,,,,,,,,15.01,11.79,78.55%,21.45%,0.00%,61.57%,,0.09%,0.44,0.01,,,,6.25,6.25,0.00,0.00,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.39%,1.58%,2.18%,,,2.39%,,0.12,2.05%,0.64%,1.04%,1.44%,1.69%,-6.45%,2.80%,-6.45%,2.80%,-6.45%,2.80%,57.46,,5/17/2024,No,Yes,,0.00%,0.00%,,23.69,0.00,0,0,,10.29,10.29,10.29,10.29,10.29,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,
7291,"RFCI","RiverFront Dynamic Core Income ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,0.96,4.22%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.05%,-1.69%,0.90%,4.13%,6.12%,0.48%,0.18,0.05,0.11%,0.12%,-0.54%,-0.53%,1.39%,-1.70%,0.67%,-1.70%,8.20%,-17.34%,8.20%,41.92,,6/17/2016,No,Yes,,0.00%,0.27%,,2.48,0.17,212,1,,22.65,22.71,22.71,22.71,22.71,0.27%,,,"Bonds - Broad Market","Bonds","US Bonds",,"US","Active",0.52%,46,22652113,22.65,0.00,0.00,0.00,-2281340.00,-9.15,-3960935.00,-14.88,-5600810.00,-19.82,11.00,-0.02,0.81,,1.61,"Global fixed-income preferred debt convertible-securities"
7292,"RFDA","RiverFront Dynamic US Dividend Advantage ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,1.38,2.48%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2.25%,3.06%,1.20%,13.85%,26.19%,16.91%,0.94,0.47,0.52%,0.50%,1.69%,3.81%,8.90%,-0.69%,11.37%,-0.69%,33.30%,-0.69%,142.84%,64.41,,6/7/2016,No,Yes,,0.00%,0.00%,,3.45,0.00,0,0,,55.73,55.73,55.73,55.73,55.73,0.00%,,,"US Equities - Quant Strat","Equities (Stocks)","US Equities",,"US","Active",0.52%,72,75199388,55.70,0.00,-1359585.00,-1.78,-4022742.50,-5.08,-11631030.00,-13.40,-16120652.50,-17.65,29.73,11.58,14.36,,12.45,"U.S. equity dividend REITs"
7293,"RFDI","First Trust RiverFront Dynamic Developed International ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,2.21,3.35%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.12%,-0.12%,-0.64%,-0.30%,-2.23%,-0.22%,7.40%,19.64%,7.89%,0.94,0.47,0.22%,0.40%,-1.55%,-0.84%,2.70%,-3.42%,6.98%,-3.42%,24.61%,-13.12%,68.96%,42.71,,4/14/2016,No,No,,-0.64%,-0.44%,,4.61,0.01,33,5,,66.74,66.44,66.44,66.44,66.02,-1.08%,,,"Global or ExUS Equities - Broad / Regional","Equities (Stocks)","Global Ex. US Equities",,,"Active",0.83%,160,124330626,66.58,-0.01,0.00,0.00,-3257000.00,-2.55,-12755045.10,-9.30,-12755045.10,-9.30,24.29,3.27,7.43,,6.17,"Developed-ex-U.S. equity"
7294,"RFEM","First Trust RiverFront Dynamic Emerging Markets ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,1.69,2.54%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.26%,-0.64%,-0.64%,-1.36%,1.22%,0.08%,11.44%,24.84%,12.43%,0.84,0.70,0.48%,0.55%,-1.90%,0.88%,5.26%,-5.11%,12.79%,-5.30%,28.67%,-15.89%,57.10%,45.78,,6/15/2016,No,No,,-0.61%,-1.14%,,2.77,0.16,230,8,,67.66,66.89,66.89,66.89,66.48,-1.74%,,,"Global or ExUS Equities - Broad / Regional","Equities (Stocks)","Global Ex. US Equities",,,"Active",0.95%,120,30307634,67.35,-0.01,0.00,0.00,0.00,0.00,-9461000.00,-23.79,-9461000.00,-23.79,30.61,4.59,7.36,,7.22,"Emerging equity"
7295,"RFEU","First Trust RiverFront Dynamic Europe ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,1.60,2.41%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.27%,-0.63%,-0.12%,2.26%,11.19%,4.80%,0.97,0.49,0.17%,0.11%,-1.08%,-0.87%,1.87%,-4.99%,4.27%,-4.99%,21.04%,-16.97%,73.43%,45.43,,4/14/2016,No,Yes,,0.00%,0.00%,,0.49,0.00,0,0,,66.39,66.39,66.39,66.39,66.39,0.00%,,,"Global or ExUS Equities - Broad / Regional","Equities (Stocks)","Global Ex. US Equities",,"Europe","Active",0.83%,93,6610132,66.10,0.00,0.00,0.00,-3307500.00,-33.35,-3307500.00,-33.35,-3307500.00,-33.35,17.44,0.70,6.46,,6.25,"Europe equity REITs currencies"
7296,"RFFC","ALPS Active Equity Opportunity ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,0.62,1.06%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.93%,3.54%,5.21%,14.69%,35.39%,23.55%,1.01,0.33,0.34%,0.21%,1.77%,4.20%,10.66%,-0.32%,12.85%,-0.32%,42.75%,-0.32%,160.20%,66.74,,6/7/2016,No,Yes,,0.00%,-0.32%,,1.03,0.85,444,1,,58.76,58.57,58.57,58.57,58.57,-0.32%,,,"US Equities - Dividend & Fundamental","Equities (Stocks)","US Equities",,"US","Active",0.48%,61,23495643,58.74,-0.00,0.00,0.00,0.00,0.00,-6375230.00,-21.34,-6375230.00,-21.34,37.47,11.20,14.08,,12.02,"U.S. equity REITs"
7297,"RFG","Invesco S&P MidCap 400 Pure Growth ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,0.28,0.55%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03%,0.03%,0.03%,0.03%,0.13%,0.13%,0.15%,0.13%,0.96%,0.44%,2.04%,4.71%,0.25%,5.03%,30.36%,21.62%,1.14,0.57,0.78%,0.92%,1.90%,4.35%,5.68%,-0.07%,14.01%,-2.78%,36.54%,-2.78%,792.83%,64.69,,3/7/2006,Yes,Yes,,0.44%,-0.50%,,27.37,0.19,2577,172,,50.21,49.96,50.04,49.68,50.18,-0.07%,,,"US Equities - US Style","Equities (Stocks)","US Equities",,"US","Passive",0.35%,89,333349074,50.20,-0.00,-8398615.80,-2.46,-27687688.90,-7.67,24447057.20,7.91,12579063.50,3.92,31.39,5.30,13.23,8.31,9.46,"U.S. equity growth mid-cap"
7298,"RFI","Cohen & Steers Total Return Realty Fund Inc","-","Financial","Closed-End Fund - Equity","USA",346.57,18.60,,,29.91,1.14,,,11.46,,0.96,7.37%,72.19%,0.70,,,,,,,-4.40%,,11.59,,,,26.62,26.61,99.99%,,,19.19%,,0.02%,0.10,0.01,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,-0.00%,0.15%,0.15%,0.18%,0.16%,0.16%,1.56%,-2.62%,8.23%,21.91%,27.65%,10.81%,1.14,0.19,1.20%,1.50%,0.66%,1.29%,8.92%,-3.12%,7.43%,-3.12%,35.34%,-25.71%,268.94%,54.41,,9/17/1993,No,Yes,,0.16%,-0.00%,,59.06,0.50,15123,65,,13.00,13.00,13.02,12.88,13.02,0.15%,,,,,,,,,,,,,,,,,,,,,,,,,,,
7299,"RFIL","RF Industries Ltd.","-","Industrials","Electrical Equipment & Parts","USA",41.96,,26.67,,0.67,1.23,23.84,11.16,3.25,0.17,,,,-0.69,0.06,-75.00%,1400.00%,,,10.91%,7.56%,57.97%,62.28,-7.21,-116.67%,-5.42%,10.34,8.19,79.21%,21.91%,1.45%,28.09%,2.05%,0.21%,0.95,0.02,-9.62%,-19.35%,-13.53%,1.60,0.78,0.56,0.86,23.96%,-5.90%,-11.58%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.00%,-0.60%,3.36%,-3.38%,-6.98%,-5.44%,31.58%,39.86%,31.58%,1.00,0.19,3.99%,5.52%,2.81%,6.16%,17.65%,-11.11%,22.32%,-13.98%,59.36%,-73.05%,656.12%,53.73,9/16/2024 4:30:00 PM,5/30/1997,Yes,Yes,321,3.36%,0.52%,1.00,18.09,3.30,30329,114,4.50,3.85,3.87,4.05,3.96,4.00,3.90%,,,,,,,,,,,,,,,,,,,,,,,,,,,
7300,"RFL","Rafael Holdings Inc","-","Real Estate","Real Estate Services","USA",52.26,,,,96.78,0.60,0.72,,3.52,2.95,,,,-1.21,,,,16.73%,,-41.23%,373.24%,-2112.36%,0.54,-28.78,,,23.49,18.71,79.65%,23.84%,0.00%,10.29%,-8.95%,0.43%,2.09,0.08,-29.01%,-31.10%,-33.40%,9.79,9.79,0.00,0.03,51.85%,-2135.56%,-5329.44%,0.00%,0.00%,0.00%,0.33%,-0.01%,-0.60%,-2.45%,-6.71%,-5.96%,-5.88%,0.81%,30.50%,40.87%,18.17%,14.36%,16.23%,1.08,0.11,6.75%,5.86%,6.76%,26.63%,28.41%,-14.92%,59.93%,-14.92%,64.89%,-96.80%,64.89%,62.06,,3/27/2018,Yes,Yes,14,-7.32%,-1.50%,,38.79,1.27,24974,77,,2.33,2.30,2.33,2.12,2.13,-8.71%,,,,,,,,,,,,,,,,,,,,,,,,,,,
7301,"RFLR","Innovator U.S. Small Cap Managed Floor ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.19%,0.04%,0.04%,0.04%,0.04%,0.04%,2.25%,,,,,2.81%,,0.20,0.34%,,1.70%,1.75%,1.75%,0.66%,2.91%,0.66%,2.91%,0.66%,2.91%,,,9/17/2024,No,No,,0.04%,0.63%,,4.81,0.28,691,4,,25.66,25.82,25.82,25.77,25.83,0.66%,,,"US Equities - Quant Strat","Equities (Stocks)","US Equities",,"US","Active",0.89%,1295,3851025,25.67,0.01,1263599.48,48.84,1263599.48,48.84,1263599.48,48.84,1263599.48,48.84,,,,,33.08,
7302,"RFM","RiverNorth Flexible Municipal Income Fund Inc","-","Financial","Closed-End Fund - Debt","USA",99.21,12.78,,,,,,,,,1.15,7.11%,91.62%,1.27,,,,,,,,,,,,,6.11,6.11,100.00%,,,12.92%,,0.13%,0.51,0.01,,,,,,,,,,,0.00%,0.00%,0.00%,-0.03%,-0.03%,-0.03%,0.00%,0.02%,0.03%,-0.22%,-0.51%,-0.38%,2.69%,2.69%,14.99%,4.88%,0.61,0.11,0.66%,0.64%,-0.30%,0.78%,1.60%,-1.37%,4.98%,-1.91%,25.92%,-29.43%,25.92%,50.11,,3/27/2020,No,Yes,,-0.22%,0.00%,,15.72,1.56,12492,35,,16.26,16.26,16.26,16.22,16.22,-0.22%,,,,,,,,,,,,,,,,,,,,,,,,,,,
7303,"RFMZ","RiverNorth Flexible Municipal Income Fund II Inc","-","Financial","Closed-End Fund - Debt","USA",352.86,11.06,,,,,,,,,1.04,7.17%,79.53%,1.31,,,,,,,,,,,,,24.35,24.35,99.99%,0.16%,-4.77%,16.52%,,0.02%,0.10,0.01,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,-0.07%,-0.07%,0.03%,-0.14%,-0.10%,-0.28%,-0.55%,0.28%,3.13%,5.81%,17.52%,10.61%,0.75,0.09,0.59%,0.57%,-0.15%,0.72%,3.25%,-1.96%,4.47%,-1.96%,28.46%,-33.73%,28.46%,52.13,,2/24/2021,No,Yes,,-0.28%,0.21%,,54.60,1.25,34670,73,,14.50,14.53,14.55,14.48,14.49,-0.07%,,,,,,,,,,,,,,,,,,,,,,,,,,,
7304,"RFV","Invesco S&P MidCap 400 Pure Value ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,1.50,1.24%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,0.07%,0.07%,0.19%,0.19%,0.09%,0.39%,1.19%,3.53%,5.22%,3.21%,9.44%,27.44%,3.78%,1.36,1.36,0.73%,0.78%,2.77%,4.88%,6.14%,1.21%,13.14%,-0.17%,32.86%,-0.17%,1083.50%,66.05,,3/7/2006,Yes,Yes,,1.49%,-0.23%,,10.35,0.62,3246,58,,119.33,119.06,120.83,119.41,120.83,1.26%,,,"US Equities - US Style","Equities (Stocks)","US Equities",,"US","Passive",0.35%,86,270824939,119.28,0.01,-1147878.20,-0.42,-27476613.90,-9.21,-62678565.40,-18.79,-28090912.20,-9.40,26.27,10.45,16.26,10.73,9.44,"U.S. equity value mid-cap"
7305,"RGA","Reinsurance Group Of America, Inc.","-","Financial","Insurance - Reinsurance","USA",14490.52,17.17,9.61,2.12,0.68,1.49,,1.62,147.79,,3.49,1.59%,24.55%,12.82,5.30,10.97%,3.74%,4.10%,8.10%,7.83%,16.77%,0.50%,21417.00,858.00,7.83%,-3.84%,65.62,65.59,99.95%,0.41%,-1.09%,95.76%,-0.27%,0.44%,0.77,0.29,0.90%,9.78%,5.80%,,,0.52,0.52,,6.41%,4.01%,0.07%,0.07%,0.15%,0.09%,-0.01%,0.08%,0.33%,0.20%,0.08%,3.29%,2.99%,0.66%,2.19%,21.85%,50.32%,36.00%,0.91,4.58,2.27%,1.90%,1.25%,3.24%,11.76%,-1.09%,14.27%,-3.44%,52.01%,-3.44%,2163.06%,56.45,10/31/2024 4:30:00 PM,5/4/1993,Yes,Yes,3900,0.69%,0.45%,1.56,372.65,0.33,61722,1693,246.00,217.53,218.51,220.20,217.52,220.02,1.14%,,,,,,,,,,,,,,,,,,,,,,,,,,,
7306,"RGC","Regencell Bioscience Holdings Ltd","-","Healthcare","Drug Manufacturers - Specialty & Generic","Hong Kong",71.42,,,,,7.03,,,0.78,,,,,-0.36,,,,-95.48%,,,,35.97%,0.00,-4.71,,,13.01,12.02,92.39%,7.60%,0.00%,0.00%,-7.79%,0.07%,0.04,0.01,-36.20%,-37.93%,-46.35%,,,0.00,0.00,,0.00%,,0.00%,0.00%,0.00%,0.00%,-3.00%,0.18%,-0.22%,-6.47%,-2.49%,-4.36%,16.81%,1.10%,71.37%,22.00%,-76.65%,-47.71%,-0.59,1.06,33.11%,17.26%,-1.46%,-21.33%,-28.80%,-65.69%,31.34%,-83.08%,81.19%,-90.69%,81.19%,46.89,,7/16/2021,No,Yes,,-3.51%,2.15%,,211.99,0.17,17797,160,,5.57,5.69,5.84,5.42,5.49,-1.44%,,,,,,,,,,,,,,,,,,,,,,,,,,,
7307,"RGCO","RGC Resources, Inc.","RUT","Utilities","Utilities - Regulated Gas","USA",218.78,17.12,17.55,,2.60,2.01,86.14,,10.67,0.25,0.80,3.74%,69.41%,1.25,-0.01,0.00%,7.02%,3.72%,,9.91%,5.84%,-77.71%,84.00,12.63,-71.43%,3.27%,10.02,8.17,81.54%,20.09%,0.06%,36.22%,0.73%,0.58%,4.05,0.05,4.15%,12.05%,5.15%,1.07,0.69,1.26,1.33,23.88%,20.93%,15.04%,-0.06%,-0.06%,-0.06%,-0.06%,0.09%,0.41%,1.31%,0.60%,-0.24%,1.75%,4.07%,-1.71%,-2.87%,11.67%,28.88%,5.25%,0.15,0.61,2.04%,2.65%,0.40%,3.25%,5.76%,-5.86%,12.38%,-9.67%,39.37%,-33.08%,489.78%,53.56,8/7/2024 8:30:00 AM,2/1/1994,Yes,Yes,100,1.75%,0.33%,1.00,11.63,0.42,2478,71,27.00,20.97,21.04,21.31,20.93,21.41,2.09%,,,,,,,,,,,,,,,,,,,,,,,,,,,
7308,"RGEN","Repligen Corp.","-","Healthcare","Medical Instruments & Supplies","USA",8203.78,,79.07,,13.62,4.12,10.14,68.79,35.53,14.45,,,0.00%,-0.04,0.33,-17.69%,28.61%,15.08%,27.00%,31.42%,-3.20%,-83.34%,602.35,-1.90,1.20%,-0.03%,55.77,52.09,93.40%,6.98%,-1.24%,103.75%,-0.73%,7.30%,4.71,3.80,-0.07%,-0.10%,-0.07%,6.65,5.56,0.33,0.37,42.18%,2.51%,-0.32%,0.03%,-0.10%,-0.10%,-0.15%,-0.52%,-0.43%,0.11%,0.04%,0.83%,1.72%,8.48%,4.62%,10.70%,-10.78%,-4.11%,-18.54%,0.94,5.28,3.12%,3.62%,3.46%,-0.38%,-9.54%,-12.93%,9.85%,-30.63%,32.61%,-55.25%,29194.00%,55.81,7/30/2024 8:30:00 AM,4/29/1986,Yes,Yes,1783,2.50%,-0.10%,1.44,808.20,0.45,183787,3703,192.67,143.05,142.90,147.35,143.22,146.47,2.39%,,,,,,,,,,,,,,,,,,,,,,,,,,,
7309,"RGF","Real Good Food Company Inc","-","Consumer Defensive","Packaged Foods","USA",6.52,,,,0.04,0.13,81.55,,2.50,0.00,,,,-2.07,,,,,,,47.98%,1.92%,156.38,-15.18,-229.14%,-19.19%,19.77,18.58,93.98%,6.00%,0.00%,28.54%,-24.70%,9.37%,3.86,1.74,-11.03%,-46.52%,-9.19%,1.56,0.56,4.78,5.02,16.80%,-25.27%,-9.71%,0.00%,0.00%,3.09%,3.09%,3.09%,3.09%,3.87%,6.08%,8.37%,0.03%,-4.35%,-26.34%,-36.54%,-5.34%,-85.65%,-78.29%,0.50,0.05,12.53%,17.03%,-8.78%,-18.54%,-49.04%,-34.00%,31.32%,-88.00%,55.66%,-97.41%,55.66%,42.96,,11/5/2021,No,Yes,,0.00%,4.43%,2.00,451.11,0.23,53552,59,0.50,0.32,0.33,0.33,0.30,0.33,4.43%,,,,,,,,,,,,,,,,,,,,,,,,,,,
