"No.","Ticker","Company","Index","Sector","Industry","Country","Exchange","Market Cap","P/E","Forward P/E","PEG","P/S","P/B","P/Cash","P/Free Cash Flow","Book/sh","Cash/sh","Dividend","Dividend Yield","Payout Ratio","EPS (ttm)","EPS next Q","EPS growth this year","EPS growth next year","EPS growth past 5 years","EPS growth next 5 years","Sales growth past 5 years","Sales growth quarter over quarter","EPS growth quarter over quarter","Sales","Income","EPS Surprise","Revenue Surprise","Shares Outstanding","Shares Float","Float %","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Short Float","Short Ratio","Short Interest","Return on Assets","Return on Equity","Return on Investment","Current Ratio","Quick Ratio","LT Debt/Equity","Total Debt/Equity","Gross Margin","Operating Margin","Profit Margin","Performance (1 Minute)","Performance (2 Minutes)","Performance (3 Minutes)","Performance (5 Minutes)","Performance (10 Minutes)","Performance (15 Minutes)","Performance (30 Minutes)","Performance (1 Hour)","Performance (2 Hours)","Performance (4 Hours)","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Beta","Average True Range","Volatility (Week)","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","50-Day High","50-Day Low","52-Week High","52-Week Low","All-Time High","All-Time Low","Relative Strength Index (14)","Earnings Date","IPO Date","Optionable","Shortable","Employees","Change from Open","Gap","Analyst Recom","Average Volume","Relative Volume","Volume","Trades","Target Price","Prev Close","Open","High","Low","Price","Change","After-Hours Close","After-Hours Change","Single Category","Asset Type","ETF Type","Sector/Theme","Region","Active/Passive","Net Expense Ratio","Total Holdings","Assets Under Management","Net Asset Value","Net Asset Value %","Net Flows (1 Month)","Net Flows % (1 Month)","Net Flows (3 Month)","Net Flows % (3 Month)","Net Flows (YTD)","Net Flows % (YTD)","Net Flows (1 Year)","Net Flows % (1 Year)","Return 1 Year","Return 3 Year","Return 5 Year","Return 10 Year","Return Since Inception","Tags"
6674,"PDO","PIMCO Dynamic Income Opportunities Fund","-","Financial","Closed-End Fund - Debt","USA","NYSE",1516.94,9.10,,,,,,,,,1.53,11.40%,102.58%,1.48,,,,,,,,,,,,,112.66,112.65,100.00%,0.02%,0.00%,19.77%,,1.36%,2.55,1.53,,,,,,,,,,,0.00%,-0.04%,0.00%,0.04%,0.07%,-0.04%,-0.04%,-0.19%,-0.30%,-0.33%,-2.29%,1.09%,-2.50%,2.79%,10.64%,10.01%,0.87,0.13,0.71%,0.84%,-1.25%,-1.72%,0.36%,-6.72%,2.86%,-6.72%,13.34%,-36.69%,26.43%,39.45,,1/27/2021,No,Yes,,-0.26%,-0.07%,,600.40,1.09,229808,485,,13.51,13.50,13.52,13.44,13.47,-0.33%,,,,,,,,,,,,,,,,,,,,,,,,,,,
6675,"PDP","Invesco Dorsey Wright Momentum ETF","-","Financial","Exchange Traded Fund","USA","NASD",,,,,,,,,,,0.12,0.11%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.07%,0.07%,0.05%,0.05%,0.55%,-0.77%,-0.18%,2.26%,12.89%,15.70%,35.20%,33.47%,1.08,1.28,1.25%,1.02%,-0.75%,3.42%,13.26%,-3.03%,11.00%,-3.03%,38.72%,-3.03%,1167.77%,52.95,,3/1/2007,Yes,Yes,,0.40%,0.25%,,24.14,1.39,11708,83,,113.37,113.65,114.23,113.59,114.10,0.64%,,,"US Equities - Factor & Thematic","Equities (Stocks)","US Equities",,"US","Passive",0.62%,102,1409803678,113.33,0.01,12877440.20,0.92,3346903.40,0.24,-54820722.50,-3.74,-47088553.70,-3.23,35.17,6.95,12.80,11.03,9.47,"U.S. equity momentum"
6676,"PDS","Precision Drilling Corp","-","Energy","Oil & Gas Drilling","Canada","NYSE",841.88,4.96,8.23,,0.59,0.69,46.80,4.61,87.18,1.28,,,0.00%,12.06,1.53,-52.98%,13.32%,,,8.79%,5.03%,77.95%,1427.03,178.66,-1.14%,-5.25%,14.07,13.53,96.16%,3.79%,0.00%,50.82%,-7.44%,1.36%,2.46,0.18,8.48%,15.88%,9.66%,1.54,1.41,0.51,0.52,19.21%,12.19%,12.52%,-0.01%,-0.21%,-0.18%,-0.30%,-0.47%,-0.28%,-0.62%,-0.08%,0.27%,0.27%,-1.00%,-5.96%,-9.59%,-8.83%,9.47%,10.21%,1.95,1.82,2.48%,2.91%,-3.91%,-3.12%,-10.82%,-10.76%,5.77%,-24.33%,16.12%,-92.11%,999.91%,42.72,10/29/2024 4:30:00 PM,11/15/1996,Yes,Yes,,0.07%,-0.92%,1.20,74.74,0.65,16867,224,89.30,60.35,59.79,60.36,59.49,59.83,-0.85%,,,,,,,,,,,,,,,,,,,,,,,,,,,
6677,"PDSB","PDS Biotechnology Corporation","-","Healthcare","Biotechnology","USA","NASD",71.37,,,,,3.30,1.43,,0.60,1.37,,,,-1.17,-0.31,14.51%,-19.64%,42.97%,,0.00%,,16.98%,0.00,-40.56,2.26%,,36.82,36.02,97.83%,3.70%,0.00%,11.58%,-20.50%,10.77%,8.89,3.88,-73.98%,-174.49%,-118.90%,2.84,2.84,0.55,1.12,,,,0.25%,0.25%,0.25%,1.55%,1.55%,1.81%,2.57%,2.87%,7.07%,10.06%,-10.05%,-12.44%,-36.86%,-26.22%,-63.55%,-60.36%,1.85,0.20,7.41%,10.19%,-5.90%,-27.93%,-40.41%,-51.12%,28.76%,-70.51%,28.76%,-99.62%,220.17%,37.48,11/14/2024 8:30:00 AM,10/1/2015,Yes,Yes,25,7.07%,0.00%,1.00,436.59,0.92,140707,425,11.50,1.84,1.84,1.97,1.79,1.97,7.07%,,,,,,,,,,,,,,,,,,,,,,,,,,,
6678,"PDT","John Hancock Premium Dividend Fund","-","Financial","Closed-End Fund - Debt","USA","NYSE",614.74,12.02,,,11.06,1.03,,,12.18,,0.99,7.92%,,1.04,,,,,,,8.10%,1385.00%,55.59,,,,49.19,49.17,99.97%,0.03%,0.00%,17.66%,,0.06%,0.25,0.03,,,,,,,,,,,0.00%,0.07%,-0.01%,0.14%,0.15%,-0.13%,-0.25%,-0.55%,-0.73%,-2.74%,-3.19%,-1.28%,-7.21%,10.31%,15.62%,17.36%,0.96,0.20,1.45%,1.38%,-3.33%,-3.87%,2.09%,-7.76%,-0.09%,-7.76%,20.06%,-32.01%,234.67%,32.27,,12/15/1989,No,Yes,,-1.12%,0.24%,,112.54,1.84,72286,164,,12.61,12.64,12.64,12.47,12.50,-0.89%,,,,,,,,,,,,,,,,,,,,,,,,,,,
6679,"PDX","PIMCO Dynamic Income Strategy Fund","-","Financial","Closed-End Fund - Equity","USA","NYSE",1165.96,,,,,,,,,,1.28,4.91%,13.89%,,,,,,,,,,,,,,44.71,44.70,99.99%,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,-0.35%,-0.02%,-0.25%,0.19%,-0.69%,-1.21%,-2.50%,4.45%,10.56%,24.73%,30.86%,27.34%,1.68,0.40,1.50%,1.63%,-1.76%,4.81%,14.80%,-4.54%,13.59%,-4.54%,36.19%,-4.54%,669.32%,51.84,,1/30/2019,No,Yes,,2.84%,-3.43%,,85.40,0.64,19105,106,,26.26,25.36,26.29,26.03,26.08,-0.69%,,,,,,,,,,,,,,,,,,,,,,,,,,,
6680,"PDYN","Palladyne AI Corp","-","Technology","Software - Infrastructure","USA","NASD",122.15,,,,15.72,4.76,5.73,,0.87,0.72,,,,-2.16,,,,,,28.95%,-52.33%,75.95%,7.77,-56.12,-11.86%,66.09%,26.86,17.09,63.63%,43.23%,2.72%,7.55%,-11.12%,12.36%,0.57,2.11,-83.57%,-112.73%,-166.97%,5.02,5.02,0.44,0.49,43.53%,-464.14%,-722.22%,-0.00%,0.24%,-0.52%,0.73%,1.47%,3.01%,5.03%,6.41%,26.91%,16.90%,5.06%,126.78%,113.92%,138.51%,600.78%,475.35%,4.30,0.86,18.59%,29.69%,-1.20%,39.20%,101.14%,-47.67%,145.56%,-47.67%,821.81%,-94.14%,942.19%,53.16,,3/8/2021,No,Yes,70,22.78%,-2.59%,3.00,3696.93,2.57,3325270,8377,1.00,3.47,3.38,4.20,3.27,4.15,19.60%,,,,,,,,,,,,,,,,,,,,,,,,,,,
6681,"PEB","Pebblebrook Hotel Trust","RUT","Real Estate","REIT - Hotel & Motel","USA","NYSE",1750.51,,,,1.21,0.64,13.07,22.38,23.07,1.12,0.04,0.27%,,-0.30,-0.40,67.74%,-23.33%,-73.42%,3.65%,35.89%,2.21%,142.53%,1449.80,-30.90,4900.00%,0.94%,119.29,117.19,98.24%,2.09%,5.39%,120.41%,-3.06%,14.59%,9.21,17.09,0.06%,0.13%,-0.59%,,,0.92,0.93,9.59%,5.81%,-2.13%,0.00%,-0.03%,-0.03%,-0.03%,-0.10%,0.04%,0.24%,0.09%,1.91%,1.21%,-0.57%,19.33%,10.60%,4.53%,-0.44%,-8.23%,1.87,0.40,2.54%,2.76%,4.96%,11.73%,5.99%,-3.01%,24.39%,-11.92%,25.88%,-70.75%,172.23%,65.77,11/7/2024 4:30:00 PM,12/9/2009,Yes,Yes,60,3.13%,-1.86%,2.77,1856.20,0.36,233979,1809,14.61,14.49,14.22,14.72,14.37,14.67,1.21%,,,,,,,,,,,,,,,,,,,,,,,,,,,
6682,"PEBK","Peoples Bancorp Of North Carolina Inc","RUT","Financial","Banks - Regional","USA","NASD",175.98,10.91,,,1.66,1.29,,9.12,24.97,,0.76,2.36%,27.43%,2.95,,,,4.49%,,9.31%,9.90%,-2.23%,106.10,16.23,,,5.46,4.57,83.70%,16.22%,-2.01%,41.51%,1.54%,1.58%,3.83,0.07,0.99%,11.02%,10.42%,0.18,,0.14,0.21,,19.40%,15.30%,0.44%,0.64%,0.42%,0.51%,0.51%,0.51%,0.45%,0.28%,1.37%,-2.26%,3.25%,11.73%,15.87%,10.24%,19.44%,4.79%,0.64,0.81,2.98%,2.36%,2.88%,13.90%,12.60%,-3.23%,35.44%,-3.23%,35.78%,-8.51%,1331.55%,71.96,,10/16/1985,No,Yes,277,0.02%,0.69%,,18.85,0.23,1539,68,,32.01,32.23,32.56,31.84,32.24,0.70%,,,,,,,,,,,,,,,,,,,,,,,,,,,
6683,"PEBO","Peoples Bancorp, Inc. (Marietta, OH)","RUT","Financial","Banks - Regional","USA","NASD",1228.93,9.85,11.11,1.23,2.00,1.09,,9.95,31.73,,1.59,4.59%,45.11%,3.52,0.75,-21.72%,-5.86%,7.39%,8.00%,22.06%,7.90%,-1.20%,615.87,123.56,8.81%,2.88%,35.45,34.22,96.53%,3.70%,-2.02%,57.11%,2.20%,1.34%,3.55,0.46,1.37%,11.67%,9.00%,0.07,,0.22,0.38,,25.28%,20.06%,-0.04%,0.02%,0.02%,0.02%,-0.13%,-0.01%,0.26%,0.38%,0.96%,-0.71%,0.23%,-2.23%,10.99%,20.31%,4.09%,2.64%,0.76,0.78,1.91%,2.15%,-1.12%,4.36%,13.15%,-6.53%,19.28%,-6.53%,29.58%,-12.45%,459.74%,52.22,10/22/2024 8:30:00 AM,2/10/1993,Yes,Yes,1478,0.19%,-0.10%,2.43,129.17,0.18,7977,308,36.92,34.62,34.58,34.75,34.43,34.65,0.09%,,,,,,,,,,,,,,,,,,,,,,,,,,,
6684,"PECO","Phillips Edison & Company Inc","RUT","Real Estate","REIT - Retail","USA","NASD",5388.75,85.40,67.25,5.99,8.31,2.16,577.57,21.73,18.34,0.07,1.17,2.95%,237.00%,0.46,0.13,2.33%,19.79%,,14.25%,7.75%,9.01%,-8.61%,648.28,58.08,-37.33%,2.92%,122.61,121.91,99.43%,0.56%,0.00%,82.26%,2.59%,1.78%,3.14,2.17,1.20%,2.58%,1.30%,,,0.99,0.99,33.01%,25.25%,8.96%,0.00%,0.00%,0.06%,0.13%,0.10%,0.11%,0.14%,0.37%,1.24%,2.21%,0.93%,2.13%,2.79%,24.07%,6.21%,8.46%,0.58,0.56,1.32%,1.30%,0.78%,3.50%,11.87%,-1.38%,10.76%,-1.38%,29.21%,-1.38%,49.25%,61.77,10/24/2024 4:30:00 PM,7/15/2021,Yes,Yes,290,1.19%,-0.26%,2.09,690.45,0.31,75606,1303,40.70,39.20,39.10,39.56,39.08,39.56,0.93%,,,,,,,,,,,,,,,,,,,,,,,,,,,
6685,"PED","PEDEVCO Corp","-","Energy","Oil & Gas E&P","USA","AMEX",72.40,30.99,13.02,,2.03,0.66,15.67,3.53,1.19,0.05,,,0.00%,0.03,0.01,,-21.74%,-77.08%,,67.52%,23.47%,199.08%,35.72,2.35,50.00%,2.23%,89.50,25.93,28.97%,71.03%,0.00%,2.65%,1.30%,0.06%,0.16,0.02,2.09%,2.25%,2.20%,2.10,2.10,0.00,0.00,32.33%,15.22%,6.57%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-2.38%,-2.14%,2.76%,0.00%,-13.83%,-14.18%,-11.25%,-3.82%,1.42%,0.52,0.04,7.71%,5.27%,-5.74%,-12.80%,-13.33%,-24.90%,5.54%,-29.00%,28.03%,-100.00%,202.71%,35.11,11/14/2024 4:30:00 PM,5/2/2003,No,Yes,15,-2.80%,3.01%,1.00,93.43,0.56,18419,68,1.80,0.78,0.80,0.80,0.78,0.78,0.13%,,,,,,,,,,,,,,,,,,,,,,,,,,,
6686,"PEG","Public Service Enterprise Group Inc","S&P 500","Utilities","Utilities - Regulated Electric","USA","NYSE",43524.40,21.28,21.38,3.55,4.36,2.68,211.28,,32.32,0.41,2.41,2.78%,44.48%,4.06,0.83,5.37%,10.32%,12.62%,6.00%,0.79%,5.42%,274.10%,9974.00,2032.00,3.41%,8.80%,498.00,497.63,99.93%,0.12%,-7.93%,76.04%,0.15%,0.98%,1.89,4.86,3.92%,13.00%,5.77%,0.68,0.48,1.19,1.37,21.57%,21.57%,20.37%,-0.03%,0.03%,0.06%,0.04%,-0.09%,-0.01%,-0.26%,-0.33%,-0.28%,-0.36%,-1.60%,-0.58%,2.08%,18.37%,37.33%,41.44%,0.65,1.61,1.80%,1.81%,-4.25%,-2.87%,10.67%,-9.16%,6.78%,-9.16%,52.14%,-9.16%,1189.34%,40.15,11/4/2024 8:30:00 AM,3/31/1948,Yes,Yes,12543,-0.47%,0.10%,2.23,2568.67,0.44,392395,3758,92.00,86.81,86.90,86.98,86.43,86.49,-0.36%,,,,,,,,,,,,,,,,,,,,,,,,,,,
6687,"PEGA","Pegasystems Inc","-","Technology","Software - Application","USA","NASD",8084.49,69.90,30.03,5.92,5.46,17.41,11.50,25.02,5.51,8.35,0.11,0.12%,15.03%,1.37,1.47,15.56%,11.52%,44.26%,11.80%,10.08%,-2.87%,-92.33%,1480.58,122.76,12.85%,-0.34%,85.81,42.99,50.10%,49.87%,-0.26%,45.69%,0.30%,1.52%,1.21,0.65,8.76%,38.32%,22.74%,1.09,1.09,0.14,1.23,74.31%,11.63%,8.29%,0.01%,-0.06%,-0.14%,-0.08%,0.02%,-0.07%,-0.05%,-0.42%,0.96%,0.80%,1.64%,8.49%,44.37%,68.65%,89.53%,96.40%,1.10,2.36,2.98%,2.53%,2.49%,13.03%,39.68%,-2.02%,39.70%,-2.02%,117.74%,-35.51%,10488.69%,62.52,10/23/2024 4:30:00 PM,7/19/1996,Yes,Yes,5406,1.01%,0.43%,1.69,542.00,0.26,50006,1813,95.22,94.59,95.00,96.49,94.97,95.96,1.45%,,,,,,,,,,,,,,,,,,,,,,,,,,,
6688,"PEJ","Invesco Leisure and Entertainment ETF","-","Financial","Exchange Traded Fund","USA","NYSE",,,,,,,,,,,0.21,0.39%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03%,-0.03%,-0.03%,-0.03%,-0.08%,-0.13%,-0.09%,-0.28%,0.32%,0.32%,1.35%,3.75%,15.80%,22.43%,29.52%,29.61%,1.36,0.61,1.42%,1.04%,0.77%,5.51%,16.32%,-1.78%,15.12%,-1.78%,37.20%,-1.78%,783.67%,60.41,,6/23/2005,Yes,Yes,,0.42%,-0.04%,,46.73,0.28,4623,58,,54.14,54.12,54.52,54.28,54.35,0.38%,,,"US Equities - Industry Sector","Equities (Stocks)","US Equities","Consumer Discretionary","US","Passive",0.58%,32,270953600,54.19,0.00,7945983.60,3.02,-12377760.30,-4.37,-118588369.50,-30.44,-119050264.30,-30.53,31.80,5.16,5.00,5.17,7.67,"U.S. equity entertainment"
6689,"PEMX","Putnam Emerging Markets ex-China ETF","-","Financial","Exchange Traded Fund","USA","NYSE",,,,,,,,,,,0.33,0.59%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.07%,-0.07%,0.59%,4.73%,2.01%,5.08%,35.32%,20.49%,0.84,0.50,0.66%,0.32%,1.69%,1.64%,5.15%,-4.56%,5.32%,-4.56%,24.58%,-4.56%,39.87%,58.51,,5/18/2023,No,No,,-0.07%,0.09%,,1.19,0.59,244,3,,55.50,55.55,55.51,55.51,55.51,0.02%,,,"Global or ExUS Equities - Broad / Regional","Equities (Stocks)","Global Ex. US Equities",,"Emerging Markets ex China","Active",0.85%,56,8280000,55.20,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.01,,,,23.08,"Emerging-ex-China equity small-mid-cap"
6690,"PEN","Penumbra Inc","-","Healthcare","Medical Devices","USA","NYSE",9301.56,289.14,65.30,11.72,7.99,8.65,31.96,69.32,28.78,7.79,,,0.00%,0.86,0.90,33.76%,36.39%,66.20%,24.68%,19.41%,11.11%,220.86%,1163.78,34.55,23.73%,1.24%,38.36,37.04,96.56%,3.49%,-6.95%,92.61%,-0.60%,5.00%,5.33,1.85,2.34%,3.13%,2.62%,5.82,3.25,0.19,0.21,62.19%,6.74%,2.97%,-0.06%,0.02%,-0.18%,-0.22%,-0.29%,0.02%,-0.00%,0.38%,1.42%,0.80%,3.37%,6.63%,33.10%,32.92%,-1.53%,-1.02%,0.52,7.51,3.33%,2.82%,1.90%,9.49%,20.61%,-3.97%,30.99%,-10.22%,68.23%,-28.59%,605.03%,59.27,10/30/2024 4:30:00 PM,9/18/2015,Yes,Yes,4200,1.63%,-0.22%,1.78,347.36,0.48,58530,1836,252.60,245.55,245.00,250.07,243.74,248.98,1.40%,,,,,,,,,,,,,,,,,,,,,,,,,,,
6691,"PENG","Penguin Solutions Inc","RUT","Technology","Information Technology Services","USA","NASD",1023.11,,8.66,,0.87,2.60,2.63,19.02,7.35,7.28,,,,-0.00,0.40,39.87%,26.29%,,,0.77%,-1.74%,82.14%,1170.80,-43.57,-7.62%,-4.26%,53.28,51.36,96.40%,3.62%,-3.15%,106.57%,1.31%,15.38%,8.17,7.90,-2.97%,-14.44%,-3.93%,2.65,2.19,1.83,1.85,29.29%,3.10%,-3.72%,-0.07%,-0.09%,-0.13%,-0.09%,-0.16%,0.24%,0.27%,-1.04%,-3.12%,-3.82%,-8.20%,11.50%,-0.97%,-16.21%,1.44%,0.96%,1.71,0.79,4.67%,3.79%,1.71%,6.92%,-7.33%,-11.60%,28.53%,-35.89%,28.53%,-48.69%,232.38%,52.91,10/15/2024 4:30:00 PM,5/24/2017,Yes,Yes,2700,-4.44%,0.65%,1.17,966.42,0.85,287592,3154,24.17,19.87,20.00,20.10,19.01,19.11,-3.82%,,,,,,,,,,,,,,,,,,,,,,,,,,,
6692,"PENN","PENN Entertainment Inc","-","Consumer Cyclical","Resorts & Casinos","USA","NASD",3288.93,,30.51,,0.52,1.03,3.82,,20.14,5.43,,,,-3.54,-0.29,54.11%,146.00%,,-6.78%,17.61%,1.22%,94.98%,6304.50,-536.30,7.37%,-0.94%,152.16,150.90,99.17%,1.13%,4.62%,99.32%,-3.43%,11.33%,5.88,17.09,-3.39%,-16.38%,-3.85%,0.94,0.94,3.55,3.69,23.74%,-0.83%,-8.51%,-0.04%,-0.05%,0.10%,-0.24%,1.15%,1.69%,1.52%,1.92%,1.62%,0.19%,4.43%,-0.96%,4.85%,11.99%,-20.75%,-20.29%,2.07,0.92,6.00%,4.12%,0.25%,3.92%,12.02%,-7.41%,14.97%,-23.76%,53.63%,-85.39%,17516.15%,52.25,11/7/2024 8:30:00 AM,5/26/1994,Yes,Yes,23333,0.78%,-1.01%,2.18,2904.87,0.95,969621,5872,23.12,20.79,20.58,20.81,20.19,20.74,-0.24%,,,,,,,,,,,,,,,,,,,,,,,,,,,
6693,"PEO","Adams Natural Resources Fund Inc","-","Financial","Closed-End Fund - Equity","USA","NYSE",560.12,5.88,,,27.10,0.81,,,27.11,,1.71,7.77%,348.71%,3.74,,,,,,,-5.00%,,20.67,,,,25.45,25.33,99.50%,0.50%,263.44%,39.06%,,1.52%,8.33,0.39,,,,,,,,,,,0.16%,0.16%,0.16%,0.16%,-0.16%,-0.08%,-0.16%,-0.16%,-0.32%,-0.47%,-3.27%,-9.37%,-3.40%,-3.19%,6.62%,6.98%,1.13,0.35,1.36%,1.46%,-5.55%,-7.12%,-5.53%,-11.23%,-0.25%,-11.23%,11.18%,-11.23%,1124.03%,27.04,10/23/2024 8:30:00 AM,12/30/1987,Yes,Yes,,0.39%,-0.72%,,46.23,1.30,21071,110,,22.08,21.92,22.11,21.96,22.01,-0.34%,,,,,,,,,,,,,,,,,,,,,,,,,,,
6694,"PEP","PepsiCo Inc","NDX, S&P 500","Consumer Defensive","Beverages - Non-Alcoholic","USA","NASD",215396.44,23.28,18.33,4.09,2.34,11.15,26.75,34.74,14.17,5.90,5.26,3.33%,75.37%,6.78,1.95,6.96%,5.72%,-5.66%,5.69%,7.23%,-0.58%,-4.89%,91919.00,9357.00,0.89%,-2.27%,1373.00,1367.37,99.59%,0.34%,0.00%,75.02%,-0.19%,1.43%,3.42,19.55,9.34%,48.91%,16.15%,0.89,0.70,1.98,2.31,54.93%,15.51%,10.18%,0.01%,0.03%,-0.01%,0.01%,-0.07%,-0.09%,-0.27%,-0.17%,-0.26%,-0.23%,-0.97%,-4.38%,-10.71%,-4.95%,-6.14%,-7.02%,0.54,2.64,1.99%,1.70%,-1.35%,-4.67%,-7.17%,-11.03%,1.33%,-13.90%,1.33%,-19.79%,9358.63%,39.30,10/8/2024 8:30:00 AM,12/18/1919,Yes,Yes,318000,-0.04%,0.01%,2.42,5716.66,0.71,1423188,19866,182.06,157.97,157.98,158.78,157.26,157.92,-0.03%,,,,,,,,,,,,,,,,,,,,,,,,,,,
6695,"PEPG","PepGen Inc","RUT","Healthcare","Biotechnology","USA","NASD",112.05,,,,,0.90,0.81,,4.22,4.70,,,,-2.98,-0.81,14.13%,5.29%,-172.30%,,0.00%,,32.96%,0.00,-87.23,24.01%,,32.59,26.33,80.79%,19.21%,-0.70%,77.05%,1.36%,2.94%,5.82,0.77,-52.16%,-66.26%,-56.86%,8.47,8.47,0.12,0.14,,,,-0.26%,-1.53%,-1.04%,-0.78%,-2.13%,-3.07%,2.71%,10.82%,20.13%,-2.06%,-30.84%,-15.59%,-58.44%,-78.18%,-46.54%,-44.26%,1.56,0.71,12.84%,12.57%,-24.44%,-41.17%,-66.97%,-61.85%,-5.25%,-80.36%,-5.25%,-81.05%,1.88%,29.83,11/7/2024 8:30:00 AM,5/6/2022,Yes,Yes,64,30.69%,-38.03%,1.40,133.19,3.31,154026,980,16.20,4.68,2.90,3.95,2.90,3.79,-19.01%,,,,,,,,,,,,,,,,,,,,,,,,,,,
6696,"PEPS","Parametric Equity Plus ETF","-","Financial","Exchange Traded Fund","USA","NASD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.41%,2.14%,,,,2.15%,,0.13,0.19%,0.20%,1.29%,1.49%,1.49%,-0.31%,4.44%,-0.31%,4.44%,-0.31%,4.44%,,,11/8/2024,No,No,,0.00%,0.39%,,33.98,0.07,782,1,,25.55,25.65,25.65,25.65,25.65,0.39%,,,"US Equities - Quant Strat","Equities (Stocks)","US Equities",,"US","Active",0.29%,223,23004025,25.56,0.00,0.00,0.00,21377500.00,1314.31,21377500.00,1314.31,21377500.00,1314.31,,,,,19.86,"U.S. equity options large-cap"
6697,"PERF","Perfect Corp","-","Technology","Software - Application","Taiwan","NYSE",234.31,45.40,28.55,2.27,4.01,1.68,1.44,,1.38,1.62,,,0.00%,0.05,0.02,35.50%,19.93%,,20.00%,9.72%,10.85%,-16.11%,58.45,5.33,42.86%,-1.54%,101.85,25.73,25.26%,74.74%,0.00%,10.43%,0.30%,0.07%,0.28,0.02,2.68%,3.20%,3.66%,5.46,5.45,0.00,0.00,80.52%,-6.66%,9.11%,0.00%,-0.02%,-0.02%,-0.02%,0.43%,-0.42%,-0.85%,-0.43%,0.87%,-0.43%,0.43%,24.79%,12.08%,25.41%,-21.36%,-25.16%,0.49,0.18,5.67%,9.02%,6.91%,15.04%,9.09%,-15.64%,33.33%,-38.44%,36.33%,-88.97%,36.33%,57.05,10/29/2024 8:30:00 AM,3/1/2021,No,Yes,321,0.00%,-1.69%,1.50,62.36,1.16,25215,95,3.68,2.36,2.32,2.39,2.31,2.32,-1.69%,,,,,,,,,,,,,,,,,,,,,,,,,,,
6698,"PERI","Perion Network Ltd","-","Communication Services","Internet Content & Information","Israel","NASD",401.50,9.25,9.69,0.42,0.67,0.57,1.04,8.94,15.26,8.27,,,0.00%,0.93,0.28,-68.11%,-16.20%,49.48%,22.00%,24.92%,-44.85%,-93.31%,602.94,47.07,15.00%,2.15%,47.31,47.14,99.64%,0.36%,0.00%,66.54%,9.36%,1.61%,2.42,0.76,5.14%,6.75%,6.36%,3.88,3.88,0.03,0.03,30.88%,7.17%,7.81%,-0.06%,0.07%,-0.01%,-0.10%,-0.18%,-0.06%,-0.16%,-0.17%,0.89%,-0.28%,-4.26%,-1.30%,5.97%,-7.64%,-73.40%,-72.06%,1.47,0.28,3.04%,2.99%,-1.32%,2.02%,-20.86%,-11.52%,12.76%,-73.85%,15.48%,-80.75%,304.99%,47.99,11/6/2024 8:30:00 AM,1/31/2006,Yes,Yes,561,0.42%,0.47%,2.60,313.83,0.66,72100,746,10.00,8.55,8.59,8.68,8.53,8.63,0.89%,,,,,,,,,,,,,,,,,,,,,,,,,,,
6699,"PESI","Perma-Fix Environmental Services, Inc","RUT","Industrials","Waste Management","USA","NASD",191.26,,,,2.85,4.49,18.09,,2.68,0.67,,,0.00%,-1.09,-0.11,-1785.71%,94.07%,,,17.04%,-23.15%,-2428.69%,67.13,-16.41,-460.00%,-2.26%,15.81,12.74,80.58%,19.58%,0.07%,36.51%,14.58%,8.22%,8.38,1.05,-19.76%,-38.37%,-35.39%,1.42,1.37,0.09,0.12,5.40%,-17.91%,-24.44%,1.03%,1.03%,1.03%,0.14%,0.40%,0.40%,0.57%,1.17%,2.45%,0.32%,0.23%,-12.26%,5.50%,18.02%,49.17%,53.16%,0.40,0.77,4.55%,6.56%,-7.69%,-12.03%,4.55%,-25.92%,5.69%,-25.92%,64.90%,-70.82%,568.78%,40.05,11/13/2024 8:30:00 AM,12/8/1992,Yes,Yes,297,2.80%,0.00%,1.00,124.94,0.48,20991,178,22.00,11.71,11.71,12.07,11.60,12.04,2.80%,,,,,,,,,,,,,,,,,,,,,,,,,,,
