"No.","Ticker","Company","Index","Sector","Industry","Country","Market Cap","P/E","Forward P/E","PEG","P/S","P/B","P/Cash","P/Free Cash Flow","Book/sh","Cash/sh","Dividend","Dividend Yield","Payout Ratio","EPS (ttm)","EPS next Q","EPS growth this year","EPS growth next year","EPS growth past 5 years","EPS growth next 5 years","Sales growth past 5 years","Sales growth quarter over quarter","EPS growth quarter over quarter","Sales","Income","EPS Surprise","Revenue Surprise","Shares Outstanding","Shares Float","Float %","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Short Interest","Return on Assets","Return on Equity","Return on Investment","Current Ratio","Quick Ratio","LT Debt/Equity","Total Debt/Equity","Gross Margin","Operating Margin","Profit Margin","Performance (1 Minute)","Performance (2 Minutes)","Performance (3 Minutes)","Performance (5 Minutes)","Performance (10 Minutes)","Performance (15 Minutes)","Performance (30 Minutes)","Performance (1 Hour)","Performance (2 Hours)","Performance (4 Hours)","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Beta","Average True Range","Volatility (Week)","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","50-Day High","50-Day Low","52-Week High","52-Week Low","All-Time High","All-Time Low","Relative Strength Index (14)","Earnings Date","IPO Date","Optionable","Shortable","Employees","Change from Open","Gap","Analyst Recom","Average Volume","Relative Volume","Volume","Trades","Target Price","Prev Close","Open","High","Low","Price","Change","After-Hours Close","After-Hours Change","Single Category","Asset Type","ETF Type","Sector/Theme","Region","Active/Passive","Net Expense Ratio","Total Holdings","Assets Under Management","Net Asset Value","Net Asset Value %","Net Flows (1 Month)","Net Flows % (1 Month)","Net Flows (3 Month)","Net Flows % (3 Month)","Net Flows (YTD)","Net Flows % (YTD)","Net Flows (1 Year)","Net Flows % (1 Year)","Return 1 Year","Return 3 Year","Return 5 Year","Return 10 Year","Return Since Inception","Tags"
9339,"XMVM","Invesco S&P MidCap Value with Momentum ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,0.75,1.39%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.19%,0.19%,0.19%,0.19%,0.19%,-0.09%,0.10%,0.49%,0.28%,2.11%,5.79%,9.04%,21.05%,29.44%,7.17%,1.20,0.61,0.80%,1.08%,4.03%,3.32%,10.99%,-1.43%,7.81%,-1.43%,31.02%,-1.43%,602.47%,66.85,,3/3/2005,Yes,Yes,,0.28%,0.34%,,20.51,0.51,4408,46,,53.62,53.80,53.99,53.61,53.95,0.62%,,,"US Equities - US Style","Equities (Stocks)","US Equities",,"US","Passive",0.39%,79,229126150,53.66,0.01,7908208.00,3.57,14645444.00,6.83,19102371.40,9.10,23814028.10,11.60,32.26,6.92,13.17,9.73,8.73,"U.S. equity value momentum mid-cap"
9340,"XNAV","FundX Aggressive ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,0.69,1.08%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2.43%,4.50%,6.15%,30.81%,34.83%,12.89%,0.99,0.53,0.03%,0.38%,4.57%,3.17%,12.68%,0.66%,8.78%,0.66%,30.81%,0.66%,38.69%,66.24,,10/17/2022,No,Yes,,0.00%,1.12%,,0.37,0.01,1,1,,63.76,64.47,64.47,64.47,64.47,1.12%,,,"Global or ExUS Equities - Broad / Regional","Equities (Stocks)","Global Equities",,,"Active",1.41%,13,25855648,63.22,0.02,0.00,0.00,0.00,0.00,0.00,0.00,-3619832.00,-12.28,27.99,,,,22.77,"Global equity ETFs commodity multi-asset small-mid-cap"
9341,"XNCR","Xencor Inc","RUT","Healthcare","Biotechnology","USA",1347.81,,,,8.31,2.20,2.51,25.59,9.94,8.69,,,,-2.19,-0.86,-76.66%,22.89%,-9.81%,,70.11%,-32.47%,-9.33%,162.18,-133.36,-33.77%,-44.50%,61.00,60.06,98.46%,2.60%,-8.61%,97.72%,-2.45%,11.12%,9.08,6.68,-15.80%,-20.58%,-19.28%,7.08,7.08,0.13,0.15,92.42%,-83.70%,-82.23%,-0.04%,-0.01%,0.04%,-0.05%,-0.17%,0.04%,0.95%,1.03%,3.72%,5.65%,-7.61%,15.53%,8.75%,28.20%,-21.60%,2.96%,0.79,1.32,6.82%,6.01%,2.91%,0.63%,4.97%,-12.88%,21.81%,-24.52%,32.56%,-62.54%,280.15%,50.64,5/9/2024 4:30:00 PM,12/3/2013,Yes,Yes,280,4.84%,2.41%,1.46,735.17,0.67,207723,2575,35.92,20.36,20.85,21.98,20.69,21.86,7.36%,,,,,,,,,,,,,,,,,,,,,,,,,,,
9342,"XNET","Xunlei Ltd ADR","-","Communication Services","Advertising Agencies","China",110.98,7.88,,0.41,0.31,0.34,0.41,,5.02,4.20,,,0.00%,0.22,,,,,19.00%,11.86%,-20.48%,130.77%,363.72,14.22,,,64.71,63.57,98.24%,1.75%,0.00%,5.09%,-16.83%,0.03%,0.34,0.02,3.05%,4.48%,4.18%,2.56,2.51,0.05,0.07,44.83%,-0.44%,3.91%,0.00%,0.00%,0.00%,0.00%,0.29%,0.29%,1.48%,1.48%,0.88%,-2.00%,5.21%,15.88%,15.89%,10.65%,7.19%,5.86%,1.13,0.07,6.47%,4.63%,8.10%,11.50%,8.50%,-3.65%,18.28%,-17.94%,33.98%,-93.65%,102.96%,65.83,5/16/2024 8:30:00 AM,6/24/2014,Yes,Yes,1215,-0.87%,-0.57%,1.00,60.82,1.56,40029,128,12.00,1.74,1.73,1.73,1.69,1.72,-1.44%,,,,,,,,,,,,,,,,,,,,,,,,,,,
9343,"XNOV","FT Vest U.S. Equity Enhance & Moderate Buffer ETF - November","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.41%,1.71%,2.38%,,,4.10%,,0.07,0.15%,0.16%,1.04%,1.25%,2.78%,0.07%,2.14%,0.07%,6.62%,0.07%,6.62%,73.86,,11/20/2023,No,Yes,,0.00%,0.08%,,5.85,0.00,2,1,,32.69,32.72,32.72,32.72,32.72,0.08%,,,"US Equities - Quant Strat","Equities (Stocks)","US Equities",,"US","Passive",0.85%,7,20450065,32.72,-0.00,-4048250.00,-16.52,-5658250.00,-21.67,-1744500.00,-7.86,17550750.00,605.34,,,,,13.40,"U.S. options SP500 buffer upside-cap fixed-period"
9344,"XNTK","SPDR NYSE Technology ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,0.60,0.32%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.08%,0.08%,0.19%,0.92%,1.37%,2.31%,3.71%,2.31%,25.19%,52.20%,11.79%,1.23,2.64,0.64%,1.31%,4.60%,2.53%,15.22%,-1.66%,9.97%,-1.66%,54.46%,-1.66%,2040.85%,61.37,,9/29/2000,Yes,Yes,,0.55%,0.81%,,19.61,0.48,4012,105,,181.03,182.50,183.07,182.50,183.50,1.37%,,,"US Equities - Industry Sector","Equities (Stocks)","US Equities","Technology","US","Passive",0.35%,37,782029471,181.02,0.01,-6915748.86,-0.88,7075364.22,0.91,54620617.71,7.51,108700748.74,16.14,52.76,10.32,21.45,18.98,7.55,"U.S. equity technology"
9345,"XOCT","FT Vest U.S. Equity Enhance & Moderate Buffer ETF - October","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.12%,0.12%,0.12%,0.03%,0.03%,0.03%,0.24%,1.25%,2.36%,6.50%,,3.54%,,0.05,0.06%,0.16%,0.65%,0.96%,3.06%,0.07%,1.66%,0.07%,10.42%,0.07%,10.42%,76.59,,10/23/2023,No,Yes,,0.03%,0.04%,,13.93,0.10,599,4,,33.09,33.10,33.11,33.10,33.11,0.07%,,,"US Equities - Quant Strat","Equities (Stocks)","US Equities",,"US","Passive",0.85%,7,51305066,33.10,0.00,-2473250.00,-4.60,14651500.00,39.97,16251250.00,46.36,46904750.00,1065.94,,,,,17.13,"U.S. options SP500 buffer upside-cap fixed-period"
9346,"XOM","Exxon Mobil Corp.","S&P 500","Energy","Oil & Gas Integrated","USA",529878.51,14.49,12.03,4.83,1.60,2.27,15.89,16.50,52.05,7.43,3.83,3.24%,41.41%,8.15,2.40,-3.01%,6.32%,12.74%,3.00%,8.96%,-2.16%,-26.21%,331921.00,32800.00,-5.89%,1.04%,4485.93,4478.55,99.84%,0.16%,-22.60%,56.06%,0.62%,2.44%,5.92,109.24,8.78%,16.24%,13.81%,1.38,1.06,0.16,0.20,23.70%,12.21%,9.88%,-0.00%,0.03%,0.03%,0.06%,0.12%,0.11%,0.10%,0.72%,1.21%,0.36%,1.70%,-0.48%,17.14%,12.67%,12.42%,18.14%,0.91,2.03,1.40%,1.72%,-0.16%,1.65%,8.66%,-4.55%,13.23%,-4.55%,23.34%,-4.55%,3699.69%,52.92,4/26/2024 8:30:00 AM,1/1/1920,Yes,Yes,62000,0.38%,0.00%,2.03,18442.36,1.00,7811756,44349,133.03,117.67,117.67,118.19,116.08,118.12,0.38%,,,,,,,,,,,,,,,,,,,,,,,,,,,
9347,"XOMA","XOMA Corp","RUT","Healthcare","Biotechnology","USA",297.40,,,,51.19,3.61,2.17,,7.07,11.75,,,,-3.92,-0.43,50.33%,30.40%,-20.43%,19.00%,46.25%,240.96%,11.81%,5.81,-45.09,-21.13%,11.47%,11.64,11.59,99.57%,0.40%,0.00%,64.73%,0.91%,2.34%,15.63,0.27,-22.44%,-40.24%,-22.86%,9.45,9.45,1.39,1.47,87.51%,-393.29%,-775.86%,0.00%,-0.78%,0.59%,-0.23%,-0.23%,-0.23%,0.20%,0.24%,0.17%,3.23%,5.58%,4.80%,25.25%,60.59%,27.37%,38.11%,0.85,1.04,5.01%,3.89%,1.24%,1.50%,31.26%,-5.37%,11.09%,-5.37%,89.54%,-99.78%,545.20%,53.08,5/9/2024 8:30:00 AM,6/6/1986,Yes,Yes,13,-0.47%,0.31%,1.67,17.36,0.08,558,95,58.00,25.59,25.67,25.67,25.67,25.55,-0.16%,,,,,,,,,,,,,,,,,,,,,,,,,,,
9348,"XOMO","YieldMax XOM Option Income Strategy ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,2.29,12.78%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,-0.01%,-0.00%,-0.06%,0.03%,0.34%,0.84%,0.34%,1.79%,-1.47%,5.40%,1.01%,,3.17%,,0.20,0.87%,1.12%,-0.64%,-1.04%,-1.16%,-4.83%,3.59%,-23.22%,8.52%,-23.22%,8.52%,46.72,,8/31/2023,Yes,Yes,,0.36%,-0.01%,,29.42,0.57,7053,94,,17.89,17.89,17.94,17.75,17.95,0.35%,,,"US Equities - Industry Sector","Equities (Stocks)","US Equities","Energy","US","Active",0.99%,7,20944022,17.82,0.01,3173537.50,17.86,9456155.00,82.31,11581127.50,123.69,18698412.50,832.67,,,,,2.41,"U.S. single-asset options XOM covered-call"
9349,"XONE","BondBloxx Bloomberg One Year Target Duration US Treasury ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,2.53,5.12%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00%,-0.01%,-0.01%,-0.01%,-0.01%,-0.01%,-0.02%,0.00%,-0.02%,0.00%,0.12%,0.10%,-0.34%,-0.32%,-0.79%,-0.62%,0.02,0.03,0.04%,0.04%,0.08%,-0.00%,-0.37%,-0.36%,0.35%,-5.64%,0.47%,-5.64%,0.47%,54.88,,9/15/2022,No,Yes,,0.00%,0.04%,,50.94,0.61,13225,58,,49.45,49.47,49.48,49.47,49.47,0.04%,,,"Bonds - Treasury & Government","Bonds","US Bonds",,"US","Passive",0.03%,58,418199796,49.43,0.00,5927865.00,1.44,-44876525.00,-9.69,-185571473.00,-30.74,-246237952.00,-37.06,4.35,,,,3.99,"U.S. treasuries debt-securities derivatives"
9350,"XOP","SPDR Oil & Gas Exploration and Production ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,3.40,2.25%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.02%,0.03%,0.08%,0.06%,0.13%,0.20%,0.05%,0.69%,1.34%,-0.61%,-0.35%,-2.00%,13.39%,9.26%,24.57%,10.34%,1.72,2.85,1.57%,1.92%,-1.13%,-0.81%,5.06%,-7.03%,7.87%,-7.03%,28.68%,-55.06%,412.42%,46.34,,6/22/2006,Yes,Yes,,-0.25%,0.13%,,3279.25,1.21,1683309,10750,,151.25,151.44,151.37,148.34,151.06,-0.13%,,,"US Equities - Industry Sector","Equities (Stocks)","US Equities","Energy","US","Passive",0.35%,53,3472733426,151.32,-0.00,-763091205.70,-18.02,-456702312.55,-11.62,-537177817.65,-13.40,-530273052.45,-13.25,30.22,24.46,8.12,-4.95,1.79,"U.S. equity oil-gas-exp-prod"
9351,"XOS","Xos Inc","-","Industrials","Farm & Heavy Construction Machinery","USA",61.90,,,,1.39,1.03,5.32,,7.61,1.48,,,,-5.01,-2.13,60.38%,12.39%,,34.30%,244.71%,114.40%,-1888.48%,44.52,-75.84,-61.45%,8.28%,5.94,3.45,58.08%,56.18%,0.00%,1.73%,-75.52%,5.12%,9.71,0.18,-53.48%,-96.45%,-103.78%,3.66,1.73,0.62,0.73,-2.90%,-145.91%,-170.35%,0.00%,0.00%,0.19%,0.13%,0.70%,-0.13%,-0.06%,0.19%,1.48%,4.77%,3.35%,-7.39%,-0.82%,-36.06%,-42.96%,-1.44%,1.90,0.42,3.59%,4.84%,3.01%,-17.22%,-14.84%,-41.88%,10.31%,-60.28%,43.00%,-98.36%,43.00%,44.99,5/15/2024 4:30:00 PM,12/8/2020,No,Yes,161,0.96%,0.39%,1.00,18.20,2.44,18765,235,18.17,7.76,7.79,7.93,7.73,7.86,1.35%,,,,,,,,,,,,,,,,,,,,,,,,,,,
9352,"XP","XP Inc","-","Financial","Capital Markets","Brazil",12046.80,15.29,11.14,1.12,3.98,3.01,14.84,2.75,7.30,1.48,0.67,3.03%,0.09%,1.44,0.39,13.14%,16.47%,44.60%,13.70%,31.31%,26.65%,43.68%,3028.55,782.88,3.69%,-1.39%,435.72,353.49,81.13%,35.50%,0.00%,48.35%,-1.59%,3.27%,2.16,11.56,1.79%,21.65%,15.58%,,,0.26,3.18,69.21%,30.63%,25.85%,0.25%,0.09%,0.07%,-0.04%,-0.27%,-0.33%,-0.88%,-0.77%,-0.18%,-0.72%,-2.14%,1.29%,-12.40%,-1.08%,39.56%,-15.69%,1.71,0.67,2.18%,2.65%,2.87%,-6.35%,-8.41%,-16.46%,9.00%,-20.68%,42.91%,-58.59%,113.40%,47.81,2/27/2024 4:30:00 PM,12/11/2019,Yes,Yes,6669,-0.36%,0.73%,1.55,5351.04,0.42,940976,5862,28.81,21.90,22.06,22.23,21.92,21.98,0.37%,,,,,,,,,,,,,,,,,,,,,,,,,,,
9353,"XPEL","XPEL Inc","RUT","Consumer Cyclical","Auto Parts","USA",931.41,19.39,16.85,,2.33,5.00,108.18,36.66,6.75,0.31,,,0.00%,1.74,0.46,-11.78%,18.69%,43.36%,,30.19%,4.96%,-41.71%,400.56,48.03,-21.31%,-4.22%,27.63,21.50,77.81%,22.21%,0.05%,67.53%,1.45%,9.05%,8.98,1.95,20.61%,29.73%,21.49%,4.81,1.34,0.20,0.22,41.03%,15.30%,11.99%,0.00%,0.00%,-0.01%,-0.09%,-0.21%,-0.65%,-1.40%,-2.12%,-1.44%,-1.58%,4.40%,-36.94%,-36.54%,-25.67%,-55.34%,-37.40%,1.73,2.51,4.02%,4.99%,-24.19%,-32.67%,-42.19%,-44.27%,9.63%,-61.46%,9.63%,-67.54%,,27.64,5/2/2024 8:30:00 AM,10/19/2006,Yes,Yes,1054,-3.52%,0.63%,3.00,216.78,0.67,61769,823,38.50,34.72,34.94,35.10,33.65,33.71,-2.91%,,,,,,,,,,,,,,,,,,,,,,,,,,,
9354,"XPER","Xperi Inc","RUT","Technology","Software - Application","USA",452.63,,12.01,,0.88,1.13,4.75,,8.86,2.11,,,,-2.72,-0.03,4803.33%,70.29%,,15.00%,3.52%,-6.30%,61.12%,513.34,-117.73,48.29%,-2.71%,44.21,43.55,98.51%,3.55%,0.00%,96.29%,,4.14%,4.71,1.80,-17.87%,-27.86%,-24.74%,2.10,2.05,0.19,0.23,62.94%,-24.06%,-22.93%,0.00%,0.00%,0.00%,-0.05%,-0.15%,-0.25%,-0.30%,-0.40%,-0.20%,-0.64%,-7.69%,3.03%,-8.78%,16.84%,2.93%,-9.03%,0.81,0.42,4.70%,3.64%,-1.69%,-5.75%,-5.06%,-17.32%,5.86%,-26.40%,26.74%,-61.44%,26.74%,44.26,5/8/2024 4:30:00 PM,11/13/2003,Yes,Yes,2100,-0.94%,0.40%,1.25,383.16,0.32,51373,511,19.50,10.08,10.12,10.16,9.97,10.02,-0.55%,,,,,,,,,,,,,,,,,,,,,,,,,,,
9355,"XPEV","XPeng Inc ADR","-","Consumer Cyclical","Auto Manufacturers","China",6109.86,,,,1.42,1.46,1.03,,5.44,7.68,,,,-1.68,-0.33,47.05%,41.42%,-33.39%,-5.74%,4653.85%,149.94%,48.28%,4293.06,-1463.81,49.20%,3.40%,767.65,758.71,98.84%,1.34%,0.00%,12.61%,-0.96%,6.91%,3.59,52.46,-13.22%,-28.06%,-23.46%,1.51,1.36,0.22,0.61,1.45%,-37.43%,-34.10%,0.00%,-0.19%,-0.16%,-0.28%,-0.25%,-0.14%,-0.75%,-0.41%,-0.13%,-5.19%,0.70%,11.12%,-11.62%,-49.27%,-18.93%,-45.54%,2.81,0.52,5.21%,4.81%,0.51%,-4.52%,-39.21%,-25.34%,21.29%,-66.36%,21.29%,-89.33%,28.56%,48.22,5/21/2024 8:30:00 AM,8/27/2020,Yes,No,13550,-6.58%,2.72%,2.13,14618.88,1.04,6401703,11394,10.70,8.28,8.51,8.53,7.88,7.95,-4.05%,,,,,,,,,,,,,,,,,,,,,,,,,,,
9356,"XPH","SPDR Pharmaceuticals ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,0.59,1.42%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.02%,0.05%,0.05%,0.12%,0.12%,0.09%,0.17%,0.29%,0.58%,1.76%,4.41%,-5.43%,18.32%,0.12%,0.07%,0.79,0.52,0.96%,1.10%,3.79%,0.59%,1.69%,-6.05%,7.12%,-8.70%,20.13%,-34.00%,307.31%,60.19,,6/22/2006,Yes,Yes,,0.56%,0.71%,,33.82,0.59,8443,77,,41.13,41.42,41.64,41.42,41.65,1.26%,,,"US Equities - Industry Sector","Equities (Stocks)","US Equities","Healthcare","US","Passive",0.35%,43,197509963,41.15,0.01,-4013253.40,-1.99,-10155090.95,-4.89,-22972365.80,-10.42,-42806439.90,-17.81,0.48,-3.91,2.24,0.60,7.39,"U.S. equity pharmaceutical"
9357,"XPL","Solitario Resources Corp","-","Basic Materials","Other Industrial Metals & Mining","USA",67.90,,,,,2.63,7.80,,0.32,0.11,,,,-0.06,,20.00%,0.00%,2.38%,,-23.75%,,-55.93%,0.00,-4.10,,,79.59,62.84,78.95%,22.69%,-0.03%,18.09%,-2.18%,0.01%,0.03,0.00,-17.33%,-17.60%,-16.20%,36.05,36.05,0.00,0.00,,0.00%,,0.00%,0.00%,0.00%,0.00%,0.01%,0.01%,0.02%,0.42%,0.04%,3.64%,4.50%,19.91%,55.93%,63.14%,35.07%,49.13%,0.91,0.04,4.03%,4.99%,12.98%,27.54%,44.51%,-0.55%,83.58%,-0.55%,94.26%,-86.31%,532.80%,70.84,,10/21/2003,No,Yes,,1.48%,0.99%,1.00,149.97,2.60,164523,67,1.10,0.81,0.82,0.84,0.81,0.84,2.49%,,,,,,,,,,,,,,,,,,,,,,,,,,,
9358,"XPND","First Trust Expanded Technology ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,0.03,0.10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2.37%,3.22%,2.04%,22.45%,46.69%,12.85%,1.25,0.28,0.25%,0.53%,4.19%,1.97%,13.47%,-1.38%,7.85%,-1.38%,46.95%,-1.38%,85.52%,61.38,,6/16/2021,Yes,Yes,,0.00%,1.45%,,4.95,0.05,113,3,,26.13,26.51,26.51,26.51,26.51,1.45%,,,"US Equities - Industry Sector","Equities (Stocks)","US Equities","Technology","US","Active",0.65%,51,18284052,26.12,0.01,0.00,0.00,2627000.00,16.78,4056000.00,28.51,8689000.00,90.56,44.97,,,,9.87,"U.S. equity technology communication-services I.T."
9359,"XPO","XPO Inc","-","Industrials","Trucking","USA",13347.16,56.60,23.70,1.92,1.70,9.99,58.28,,11.48,1.97,,,0.00%,2.03,1.02,25.13%,32.47%,-11.13%,29.50%,-12.85%,5.82%,362.55%,7855.00,242.00,20.61%,0.59%,116.00,114.05,98.32%,1.96%,-0.41%,95.49%,-3.43%,4.26%,3.56,4.85,3.47%,20.28%,4.61%,0.94,0.94,2.94,3.09,10.52%,7.65%,3.08%,0.14%,-0.09%,0.00%,-0.12%,-0.25%,-0.38%,0.09%,0.07%,0.76%,2.22%,2.48%,-6.21%,-4.61%,35.24%,141.19%,30.99%,2.14,4.97,3.70%,4.71%,1.51%,-4.09%,23.65%,-12.09%,10.63%,-12.09%,153.61%,-12.09%,17939.61%,50.04,5/3/2024 8:30:00 AM,7/26/2002,Yes,Yes,23300,1.68%,0.54%,1.78,1364.79,0.79,458043,4849,134.20,112.24,112.85,115.46,113.11,114.74,2.22%,,,,,,,,,,,,,,,,,,,,,,,,,,,
9360,"XPOF","Xponential Fitness Inc","RUT","Consumer Cyclical","Leisure","USA",278.22,139.62,5.70,3.08,0.85,,10.22,14.85,-4.57,0.86,,,,0.06,0.21,220.11%,72.48%,,45.30%,44.02%,12.49%,78.14%,327.49,70.57,-25.58%,0.93%,30.90,22.68,73.40%,28.18%,-1.15%,76.18%,3.07%,17.50%,4.39,3.97,-5.34%,-24.50%,20.08%,0.87,0.71,,,71.91%,17.11%,21.55%,0.00%,-0.11%,-0.23%,-0.11%,0.23%,0.11%,0.34%,2.22%,1.85%,-2.11%,-26.40%,-35.36%,-18.58%,-32.95%,-70.01%,-31.65%,1.06,1.16,23.98%,10.56%,-27.04%,-36.02%,-39.03%,-48.18%,19.05%,-70.14%,19.05%,-73.76%,19.05%,30.07,5/2/2024 4:30:00 PM,7/23/2021,Yes,Yes,470,-2.76%,2.14%,1.60,904.81,1.12,427222,2085,21.80,8.87,9.06,9.24,8.42,8.81,-0.68%,,,,,,,,,,,,,,,,,,,,,,,,,,,
9361,"XPON","Expion360 Inc","-","Industrials","Electrical Equipment & Parts","USA",14.94,,,,2.74,3.84,6.61,,0.52,0.30,,,,-1.11,-0.27,0.93%,6.54%,-142.70%,,60.18%,-35.52%,-7.89%,5.45,-7.67,-10.71%,-10.67%,6.92,4.66,67.34%,37.37%,-2.42%,9.22%,1.54%,2.45%,0.36,0.11,-59.09%,-112.77%,-127.83%,1.65,0.68,0.63,1.58,21.44%,-119.87%,-140.88%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.96%,-1.23%,0.00%,0.25%,-2.20%,0.25%,8.38%,-52.26%,-51.34%,-61.14%,-62.80%,0.58,0.25,6.25%,14.73%,-8.16%,-22.37%,-51.10%,-48.46%,12.01%,-68.62%,12.01%,-82.24%,122.78%,41.84,5/14/2024 4:30:00 PM,4/1/2022,No,Yes,23,-3.14%,3.50%,1.00,317.51,0.36,47842,101,12.44,2.00,2.07,2.10,1.97,2.01,0.25%,,,,,,,,,,,,,,,,,,,,,,,,,,,
9362,"XPP","ProShares Ultra FTSE China 50 2x Shares","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,0.42,2.37%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,-0.45%,-0.45%,-0.39%,-0.34%,-0.17%,0.45%,0.23%,10.66%,40.32%,49.53%,11.83%,-16.63%,29.14%,0.78,0.51,1.71%,1.99%,16.33%,26.91%,19.30%,-1.33%,46.09%,-22.76%,72.83%,-84.20%,72.83%,72.16,,6/4/2009,Yes,Yes,,0.23%,1.58%,,18.11,0.54,4157,22,,17.43,17.71,17.83,17.48,17.75,1.81%,,,"Equity - Leveraged / Inverse","Equities (Stocks)","Global Ex. US Equities",,"China","Passive",0.97%,8,11763900,17.43,0.02,143239.00,1.23,-61864.00,-0.52,1642954.00,16.23,1869762.00,18.90,-8.81,-34.64,-21.32,-8.87,-7.64,"China equity leverage"
9363,"XPRO","Expro Group Holdings N.V.","RUT","Energy","Oil & Gas Equipment & Services","USA",2350.08,,16.35,,1.51,1.80,14.28,102.85,11.83,1.49,,,,-0.18,0.23,498.81%,55.22%,38.49%,,24.58%,13.03%,58.32%,1556.97,-19.69,-122.86%,3.75%,110.54,105.62,95.55%,4.45%,0.00%,89.28%,5.22%,5.99%,7.59,6.32,-1.00%,-1.54%,-1.41%,1.85,1.50,0.08,0.10,7.65%,3.15%,-1.26%,-0.39%,-0.37%,-0.34%,-0.23%,-0.61%,-0.66%,-0.94%,-0.25%,1.53%,0.38%,7.37%,10.67%,19.37%,41.92%,18.05%,33.54%,0.97,0.69,2.54%,3.47%,9.07%,9.99%,10.88%,-0.61%,18.64%,-15.10%,48.31%,-89.16%,140.91%,69.08,4/25/2024 8:30:00 AM,8/9/2013,Yes,Yes,,0.00%,1.29%,1.67,832.90,1.20,423924,2986,24.83,20.99,21.26,21.52,20.68,21.26,1.29%,,,,,,,,,,,,,,,,,,,,,,,,,,,
9364,"XRAY","DENTSPLY Sirona Inc","-","Healthcare","Medical Instruments & Supplies","USA",5896.63,,12.02,,1.50,1.81,20.26,21.13,15.69,1.40,0.89,3.15%,,-0.45,0.50,10.53%,16.76%,32.70%,12.50%,0.88%,-2.56%,197.40%,3940.00,-95.00,0.67%,-1.70%,207.20,205.59,99.22%,0.98%,1.50%,101.20%,1.68%,5.34%,3.08,10.99,-1.28%,-2.75%,-1.85%,1.43,0.97,0.57,0.68,52.69%,7.36%,-2.41%,0.02%,-0.02%,0.02%,0.02%,0.02%,-0.04%,-0.39%,-0.04%,0.45%,0.39%,2.12%,-7.76%,-13.07%,1.75%,-30.63%,-20.20%,1.05,0.72,2.17%,2.23%,-3.50%,-9.55%,-15.04%,-17.15%,2.60%,-31.81%,8.11%,-59.16%,6096.30%,34.94,5/2/2024 8:30:00 AM,8/12/1987,Yes,Yes,15000,0.39%,0.60%,2.00,3568.55,0.33,493426,4509,34.54,28.12,28.29,28.50,28.11,28.40,0.99%,,,,,,,,,,,,,,,,,,,,,,,,,,,
