"No.","Ticker","Company","Index","Sector","Industry","Country","Market Cap","P/E","Forward P/E","PEG","P/S","P/B","P/Cash","P/Free Cash Flow","Book/sh","Cash/sh","Dividend","Dividend Yield","Payout Ratio","EPS (ttm)","EPS next Q","EPS growth this year","EPS growth next year","EPS growth past 5 years","EPS growth next 5 years","Sales growth past 5 years","Sales growth quarter over quarter","EPS growth quarter over quarter","Sales","Income","EPS Surprise","Revenue Surprise","Shares Outstanding","Shares Float","Float %","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Short Float","Short Ratio","Short Interest","Return on Assets","Return on Equity","Return on Investment","Current Ratio","Quick Ratio","LT Debt/Equity","Total Debt/Equity","Gross Margin","Operating Margin","Profit Margin","Performance (1 Minute)","Performance (2 Minutes)","Performance (3 Minutes)","Performance (5 Minutes)","Performance (10 Minutes)","Performance (15 Minutes)","Performance (30 Minutes)","Performance (1 Hour)","Performance (2 Hours)","Performance (4 Hours)","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Beta","Average True Range","Volatility (Week)","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","50-Day High","50-Day Low","52-Week High","52-Week Low","All-Time High","All-Time Low","Relative Strength Index (14)","Earnings Date","IPO Date","Optionable","Shortable","Employees","Change from Open","Gap","Analyst Recom","Average Volume","Relative Volume","Volume","Trades","Target Price","Prev Close","Open","High","Low","Price","Change","After-Hours Close","After-Hours Change","Single Category","Asset Type","ETF Type","Sector/Theme","Region","Active/Passive","Net Expense Ratio","Total Holdings","Assets Under Management","Net Asset Value","Net Asset Value %","Net Flows (1 Month)","Net Flows % (1 Month)","Net Flows (3 Month)","Net Flows % (3 Month)","Net Flows (YTD)","Net Flows % (YTD)","Net Flows (1 Year)","Net Flows % (1 Year)","Return 1 Year","Return 3 Year","Return 5 Year","Return 10 Year","Return Since Inception","Tags"
8171,"SURG","Surgepays Inc","-","Technology","Software - Application","USA",35.04,17.78,7.96,,0.31,0.76,0.91,3.62,2.38,1.98,,,0.00%,0.10,-0.14,-132.37%,150.75%,,,64.99%,-57.96%,-267.32%,112.99,-1.54,-518.56%,45.36%,14.40,13.20,91.67%,32.00%,-1.64%,10.06%,10.08%,3.54%,2.30,0.47,-3.18%,-4.91%,-3.09%,7.38,6.11,0.08,0.11,19.08%,-1.03%,-1.36%,-0.24%,0.27%,-0.23%,-0.23%,-0.82%,-0.28%,0.00%,-1.37%,-7.44%,-6.48%,-27.51%,-41.40%,-57.93%,-79.30%,-61.35%,-72.02%,1.43,0.23,10.12%,6.77%,-34.71%,-42.37%,-63.31%,-58.79%,-1.90%,-80.44%,-1.90%,-97.51%,2.56%,26.12,8/13/2024 4:30:00 PM,4/10/2014,Yes,Yes,262,-5.99%,-3.52%,2.00,203.61,2.68,261541,847,5.75,1.99,1.92,1.96,1.80,1.80,-9.30%,,,,,,,,,,,,,,,,,,,,,,,,,,,
8172,"SURI","Simplify Propel Opportunities ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,3.29,14.03%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.08%,1.69%,1.69%,0.14%,-3.95%,2.65%,8.46%,7.21%,13.45%,1.37,0.56,1.49%,1.68%,-0.22%,1.23%,5.57%,-6.27%,10.30%,-12.45%,30.79%,-12.45%,30.79%,51.38,,2/10/2023,No,Yes,,1.65%,0.83%,,3.19,0.33,500,7,,22.88,23.07,23.07,23.07,23.45,2.49%,,,"Target Date / Multi-Asset - Other","Multi-Asset - Tactical / Active","Global Diversified",,,"Active",2.51%,25,100760022,22.90,0.02,473200.00,0.47,1810100.00,1.83,-1583100.00,-1.55,-4838100.00,-4.58,25.22,,,,10.07,"U.S. equity bonds multi-asset healthcare biotechnology pharmaceutical"
8173,"SUSA","MSCI USA ESG Select ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,1.34,1.16%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,-0.02%,-0.02%,0.03%,0.03%,0.18%,0.16%,0.36%,0.18%,3.83%,-0.13%,4.59%,10.78%,23.30%,14.84%,1.03,1.76,1.04%,1.35%,2.57%,2.44%,10.00%,-1.57%,7.52%,-1.57%,35.74%,-1.57%,692.79%,59.40,,1/28/2005,Yes,Yes,,0.58%,0.87%,,57.01,0.42,11417,143,,113.78,114.77,115.45,114.77,115.43,1.45%,,,"US Equities - Factor & Thematic","Equities (Stocks)","US Equities","Corporate Governance","US","Passive",0.25%,179,3520889920,113.76,0.01,-33869749.75,-0.95,-89288603.05,-2.47,-2247041322.45,-38.96,-1128209079.90,-24.27,21.93,6.04,15.37,12.55,9.69,"U.S. equity ESG"
8174,"SUSB","iShares Trust iShares ESG Aware 1-5 Year USD Corporate Bond ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,0.83,3.33%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,-0.02%,-0.02%,-0.02%,0.00%,-0.02%,0.02%,0.02%,0.02%,-0.02%,0.18%,0.71%,1.62%,1.87%,4.26%,1.49%,0.13,0.06,0.17%,0.21%,0.36%,0.98%,1.91%,-0.38%,1.96%,-0.38%,5.50%,-11.80%,10.98%,62.29,,7/18/2017,Yes,Yes,,-0.02%,-0.24%,,98.16,0.37,17331,77,,24.91,24.85,24.85,24.83,24.84,-0.26%,,,"Bonds - Corporate","Bonds","US Bonds","Corporate Governance","US","Passive",0.12%,1478,892135459,24.89,-0.00,-8139.35,-0.00,17125656.35,1.96,9823543.05,1.11,-3199503.75,-0.36,8.09,1.01,1.85,,2.21,"U.S. fixed-income corporate-bonds bonds ESG"
8175,"SUSC","iShares Trust iShares ESG Aware USD Corporate Bond ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,0.96,4.09%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.02%,0.02%,-0.02%,-0.04%,0.06%,0.06%,-0.02%,-0.36%,1.10%,1.28%,2.57%,2.75%,5.48%,0.45%,0.34,0.12,0.31%,0.40%,1.11%,1.81%,2.81%,-0.45%,3.84%,-0.45%,10.78%,-18.01%,11.15%,62.81,,7/20/2017,No,Yes,,0.24%,-0.60%,,177.40,0.32,27407,212,,23.46,23.32,23.39,23.32,23.38,-0.36%,,,"Bonds - Corporate","Bonds","Global Bonds","Corporate Governance",,"Passive",0.18%,4056,1139387573,23.42,-0.00,6888195.20,0.61,26313603.65,2.36,-72013888.95,-5.94,-4149504.25,-0.36,10.15,-2.09,0.70,,1.96,"U.S. fixed-income corporate-bonds investment-grade ESG"
8176,"SUSL","iShares ESG MSCI USA Leaders ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,1.07,1.09%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,-0.02%,-0.02%,-0.02%,0.08%,0.09%,0.13%,0.20%,0.34%,3.25%,4.20%,-1.44%,3.56%,9.46%,25.32%,15.87%,1.02,1.59,0.99%,1.39%,2.18%,0.82%,8.90%,-3.21%,8.53%,-3.21%,35.91%,-3.21%,156.22%,56.41,,5/10/2019,Yes,Yes,,0.81%,0.74%,,27.55,0.44,5830,98,,96.28,96.99,97.82,96.99,97.77,1.55%,,,"US Equities - Factor & Thematic","Equities (Stocks)","US Equities","Corporate Governance","US","Passive",0.10%,304,1044801835,96.30,0.02,19406520.95,1.89,28876811.35,2.84,-221298917.95,-17.48,-284846747.30,-21.42,24.00,8.67,15.44,,15.61,"U.S. equity ESG"
8177,"SUUN","SolarBank Corporation","-","Utilities","Utilities - Renewable","Canada",127.47,59.80,,,2.89,6.90,19.58,22.97,0.68,0.24,,,0.00%,0.08,,,,,,,3315.91%,-17.81%,44.15,3.27,,,26.80,17.48,65.22%,35.70%,0.00%,0.04%,,0.06%,0.33,0.01,14.42%,20.95%,15.32%,2.15,1.81,0.16,0.18,18.12%,10.35%,7.41%,0.00%,0.00%,0.00%,0.00%,-0.25%,-6.05%,-5.25%,-1.51%,4.18%,1.15%,-0.89%,-13.98%,-21.87%,-12.21%,-23.77%,-0.04%,-0.10,0.35,10.04%,6.50%,-8.32%,-16.16%,-14.18%,-29.50%,10.05%,-41.40%,17.20%,-41.40%,17.20%,39.56,,5/11/2023,No,Yes,,4.88%,-4.39%,1.00,33.52,0.45,7197,64,10.00,4.68,4.47,4.93,4.47,4.69,0.28%,,,,,,,,,,,,,,,,,,,,,,,,,,,
8178,"SUZ","Suzano S.A. ADR","-","Basic Materials","Paper & Paper Products","Brazil",12581.30,168.70,8.26,16.38,1.56,1.76,3.23,,5.59,3.05,0.27,2.69%,9.34%,0.06,0.72,-51.06%,15.19%,93.76%,10.30%,21.43%,19.17%,-171.47%,8040.55,80.55,23.10%,4.72%,1289.35,1270.06,98.50%,0.55%,0.00%,2.10%,,0.21%,1.13,2.67,0.29%,1.00%,0.35%,2.48,2.02,2.15,2.32,38.14%,30.82%,1.00%,-0.03%,-0.03%,-0.03%,-0.08%,-0.18%,-0.08%,-0.28%,-0.47%,-1.32%,-1.77%,2.31%,-0.48%,0.12%,-6.08%,0.94%,-13.27%,1.00,0.24,2.04%,2.34%,3.39%,3.56%,-7.27%,-7.23%,12.21%,-24.10%,12.21%,-29.42%,711.09%,56.07,8/8/2024 4:30:00 PM,9/15/2005,Yes,Yes,49000,-1.73%,-0.05%,1.50,2360.78,0.26,297775,966,12.81,10.03,10.02,10.06,9.85,9.85,-1.77%,,,,,,,,,,,,,,,,,,,,,,,,,,,
8179,"SVAL","iShares US Small Cap Value Factor ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,0.75,2.41%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.16%,0.16%,0.16%,0.22%,0.24%,0.06%,1.03%,1.07%,2.59%,-4.60%,3.00%,7.42%,11.36%,1.52%,1.04,0.71,1.23%,2.21%,-1.67%,3.41%,6.40%,-8.78%,11.88%,-8.78%,25.99%,-8.78%,64.58%,52.12,,10/29/2020,Yes,Yes,,1.23%,1.68%,,65.72,0.39,12234,54,,30.38,30.89,31.27,30.94,31.27,2.93%,,,"US Equities - Factor & Thematic","Equities (Stocks)","US Equities",,"US","Passive",0.20%,284,136648026,30.37,0.03,72704537.45,113.70,69796893.05,104.41,50590342.80,58.79,51098375.50,59.73,9.31,1.79,,,15.31,"U.S. equity Russell-2000 small-cap"
8180,"SVC","Service Properties Trust","RUT","Real Estate","REIT - Hotel & Motel","USA",747.33,,,,0.40,0.74,25.37,,6.08,0.18,0.80,17.76%,,-1.21,-0.24,-464.28%,18.45%,,5.00%,-0.22%,1.75%,-553.51%,1889.70,-199.68,-400.00%,0.94%,165.77,161.66,97.52%,2.55%,0.07%,77.58%,0.05%,5.49%,6.97,8.87,-2.70%,-17.01%,-3.05%,,,5.50,5.50,12.22%,10.41%,-10.57%,0.00%,-0.11%,0.16%,0.22%,0.19%,0.33%,0.31%,-0.11%,1.01%,0.56%,-5.75%,-26.15%,-22.26%,-39.61%,-45.85%,-47.25%,2.25,0.24,4.87%,4.60%,-15.24%,-13.61%,-31.81%,-28.89%,5.75%,-48.34%,5.75%,-90.45%,29.37%,32.97,8/6/2024 4:30:00 PM,8/17/1995,Yes,Yes,,-0.55%,2.95%,3.00,1272.53,0.66,403813,1784,6.17,4.40,4.53,4.60,4.43,4.51,2.39%,,,,,,,,,,,,,,,,,,,,,,,,,,,
8181,"SVCO","Silvaco Group Inc.","-","Technology","Software - Application","USA",433.52,,39.15,,,4.26,4.88,,3.87,3.38,,,,,0.08,282.17%,22.45%,,,16.72%,,,,,222.58%,1.72%,28.53,26.29,92.15%,0.00%,,18.13%,,0.96%,1.03,0.25,,,,2.70,2.70,0.04,0.07,,,,0.00%,-0.24%,-0.24%,0.09%,-0.06%,0.36%,-0.51%,-1.25%,1.85%,2.55%,8.42%,-14.78%,-14.78%,,,-16.72%,,0.99,5.59%,5.86%,-3.23%,-6.79%,-8.31%,-20.30%,9.86%,-23.62%,9.86%,-23.62%,9.86%,45.94,8/7/2024 4:30:00 PM,5/9/2024,No,Yes,267,6.18%,0.45%,1.00,246.25,1.30,152844,880,25.50,15.46,15.53,16.71,15.53,16.49,6.66%,,,,,,,,,,,,,,,,,,,,,,,,,,,
8182,"SVII","Spring Valley Acquisition Corp II","-","Financial","Shell Companies","USA",248.64,30.41,,,,1.05,306.97,,10.63,0.04,,,0.00%,0.37,,,,,,0.00%,,-0.46%,0.00,9.89,,,23.00,14.44,62.78%,35.27%,0.00%,63.54%,,0.01%,0.03,0.00,4.83%,5.05%,6.36%,0.84,0.84,0.00,0.01,,0.00%,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.09%,0.18%,1.18%,2.62%,6.39%,3.15%,0.00,0.02,0.09%,0.15%,0.01%,0.23%,2.00%,-0.27%,1.00%,-0.27%,5.19%,-0.27%,11.50%,53.39,,10/28/2022,No,Yes,2,0.00%,0.00%,,59.76,0.00,0,0,,11.15,11.15,11.15,11.15,11.15,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,
8183,"SVIX","1x Short VIX Futures ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03%,-0.05%,-0.13%,-0.28%,0.04%,0.15%,-0.27%,-1.95%,-1.65%,3.63%,33.91%,-34.04%,-31.29%,-18.27%,16.60%,-16.06%,2.33,3.16,8.19%,10.79%,-10.92%,-26.49%,-19.87%,-38.61%,80.96%,-38.61%,80.96%,-38.61%,246.48%,42.76,,3/30/2022,Yes,Yes,,0.22%,2.70%,,2468.22,3.09,3656464,7821,,30.77,31.60,32.38,31.46,31.67,2.92%,,,"Equity - Leveraged / Inverse","Equities (Stocks)","US Equities",,"US","Passive",1.98%,5,601402914,30.79,0.03,389963516.00,184.43,380883186.00,172.72,380846811.00,172.68,374652630.00,165.23,6.36,,,,,"U.S. futures volatility-index vix inverse"
8184,"SVM","Silvercorp Metals Inc","-","Basic Materials","Silver","Canada",771.43,12.67,10.39,2.53,3.39,1.17,3.58,20.36,2.95,0.97,0.03,0.87%,12.40%,0.27,0.08,44.16%,9.84%,-2.75%,5.00%,5.29%,20.26%,137.30%,227.35,49.03,32.01%,0.23%,223.28,213.09,95.44%,4.56%,0.00%,25.24%,-9.62%,1.26%,1.76,2.69,7.00%,9.74%,9.33%,4.03,3.83,0.00,0.00,40.43%,29.16%,21.56%,0.00%,0.00%,0.14%,-0.14%,-0.14%,-0.10%,0.29%,0.88%,1.47%,-1.30%,10.03%,-9.32%,-7.12%,51.54%,35.49%,31.37%,1.34,0.17,4.52%,4.90%,-0.59%,-2.04%,13.82%,-11.64%,16.53%,-21.30%,66.11%,-78.83%,3413.56%,50.49,8/13/2024 4:30:00 PM,5/8/2003,Yes,Yes,1446,-1.57%,2.63%,1.20,1529.25,1.53,1121448,1475,5.37,3.42,3.51,3.52,3.38,3.45,1.02%,,,,,,,,,,,,,,,,,,,,,,,,,,,
8185,"SVMH","SRIVARU Holding Ltd.","-","Consumer Cyclical","Auto Manufacturers","Cayman Islands",3.43,26.34,,,,,13.21,,-0.19,0.01,,,,0.00,,,,,,-62.16%,,-573.33%,0.00,0.39,,,37.33,32.29,86.50%,13.28%,0.00%,10.11%,39.90%,0.50%,0.02,0.16,0.48%,0.81%,,0.01,0.01,,,,0.00%,,0.00%,0.00%,0.00%,0.00%,0.00%,-2.74%,-2.95%,2.10%,2.33%,7.21%,-2.95%,-57.82%,-24.67%,-50.16%,-96.03%,-74.22%,-0.63,0.02,20.17%,16.88%,-30.51%,-46.40%,-75.62%,-79.96%,19.58%,-96.37%,19.58%,-96.41%,19.58%,34.09,,9/26/2022,No,Yes,,2.44%,0.67%,,9128.50,0.07,289498,105,,0.09,0.09,0.10,0.09,0.09,3.13%,,,,,,,,,,,,,,,,,,,,,,,,,,,
8186,"SVOL","Simplify Volatility Premium ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,3.61,16.03%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.02%,-0.04%,-0.04%,-0.04%,0.00%,0.04%,0.00%,-0.16%,-0.24%,0.27%,5.53%,-0.84%,-1.79%,-0.92%,-1.14%,-1.23%,0.53,0.39,1.58%,1.71%,2.38%,0.47%,-0.45%,-1.49%,15.92%,-3.10%,15.92%,-20.80%,15.92%,56.29,,5/13/2021,Yes,Yes,,0.04%,0.40%,,1030.11,0.88,436370,1647,,22.40,22.49,22.57,22.49,22.50,0.45%,,,"Equity - Leveraged / Inverse","Equities (Stocks)","US Equities",,"US","Active",1.16%,20,1167274022,22.48,0.00,140129000.00,13.64,247948250.00,26.97,593492500.00,103.44,808419750.00,225.28,14.78,8.46,,,10.63,"futures volatility-index vix SP500 leverage"
8187,"SVRA","Savara Inc","RUT","Healthcare","Biotechnology","USA",722.59,,,,,5.96,5.95,,0.74,0.74,,,,-0.42,-0.11,-35.06%,3.85%,29.09%,,-20.00%,,-62.62%,0.00,-75.29,-15.05%,,138.14,83.01,60.09%,49.57%,0.00%,40.01%,2.44%,9.66%,4.43,8.02,-58.02%,-79.48%,-58.72%,11.29,11.29,0.26,0.26,,0.00%,,0.00%,0.23%,0.48%,0.57%,0.57%,0.46%,0.80%,0.34%,2.45%,4.52%,8.40%,-8.16%,-9.11%,-12.20%,13.73%,-6.60%,0.99,0.27,5.08%,6.15%,1.57%,2.49%,-1.77%,-14.09%,30.07%,-22.98%,40.93%,-99.96%,536.23%,52.36,8/12/2024 4:30:00 PM,10/16/2000,Yes,Yes,37,0.69%,2.35%,1.00,1807.65,0.40,349068,2041,10.79,4.26,4.36,4.41,4.15,4.39,3.05%,,,,,,,,,,,,,,,,,,,,,,,,,,,
8188,"SVRE","SaverOne 2014 Ltd ADR","-","Technology","Scientific & Technical Instruments","Israel",5.36,,,,7.25,1.27,1.13,,0.21,0.24,,,,-1.47,-0.29,53.70%,48.00%,23.98%,,119.87%,39.81%,14.68%,0.74,-9.19,-41.30%,-20.00%,13.92,,,,,57.32%,,,0.36,0.07,-106.56%,-175.75%,-286.55%,1.64,1.33,0.09,0.80,8.59%,-1256.47%,-1242.81%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2.79%,1.51%,0.30%,-2.25%,1.51%,-23.50%,-58.62%,-71.99%,-75.10%,-62.70%,2.34,0.03,10.93%,9.91%,-11.04%,-29.38%,-60.40%,-62.13%,7.56%,-82.07%,7.56%,-94.37%,7.56%,37.08,3/25/2024 4:30:00 PM,6/3/2022,No,Yes,51,1.09%,3.83%,1.00,190.75,1.78,162761,242,1.80,0.26,0.27,0.27,0.26,0.27,4.96%,,,,,,,,,,,,,,,,,,,,,,,,,,,
8189,"SVT","Servotronics, Inc.","-","Industrials","Aerospace & Defense","USA",30.21,69.49,,,0.65,1.20,111.88,,9.82,0.11,,,,0.17,,,,,,-0.44%,15.25%,108.25%,46.64,0.44,,,2.51,0.65,25.90%,74.69%,-1.89%,18.21%,0.48%,1.40%,4.84,0.01,2.00%,3.11%,1.77%,4.01,1.84,0.00,0.06,21.58%,2.52%,0.95%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,4.89%,-0.84%,-0.84%,-3.83%,-1.34%,-1.26%,-6.65%,-4.07%,-5.60%,0.56,0.43,3.68%,2.82%,4.09%,0.95%,-0.29%,-7.88%,12.17%,-16.31%,34.09%,-47.51%,902.84%,53.52,,3/11/1970,No,Yes,262,-0.84%,2.68%,,1.88,1.31,1180,18,,11.59,11.90,11.90,11.41,11.80,1.81%,,,,,,,,,,,,,,,,,,,,,,,,,,,
8190,"SVV","Savers Value Village Inc","RUT","Consumer Cyclical","Specialty Retail","USA",1436.35,40.08,14.98,,0.95,3.45,8.94,62.50,2.59,1.00,,,0.00%,0.22,0.16,-15.25%,15.39%,-31.02%,,9.33%,1.99%,-75.92%,1516.30,37.51,-28.72%,-1.14%,160.45,26.87,16.75%,83.28%,-0.13%,25.57%,,30.06%,8.99,8.08,2.04%,18.44%,2.32%,1.03,0.87,2.85,3.06,28.23%,7.33%,2.47%,0.03%,-0.03%,-0.03%,-0.14%,-0.53%,-0.58%,-0.03%,-0.36%,0.59%,2.44%,-7.67%,-28.56%,-33.10%,-53.93%,-64.36%,-48.58%,1.76,0.68,8.73%,7.31%,-9.34%,-21.16%,-42.01%,-36.25%,14.88%,-66.75%,14.88%,-66.75%,14.88%,35.62,8/8/2024 4:30:00 PM,6/29/2023,Yes,Yes,22000,2.79%,2.54%,1.62,898.18,0.76,325921,1941,14.12,8.48,8.69,9.04,8.71,8.94,5.40%,,,,,,,,,,,,,,,,,,,,,,,,,,,
8191,"SVXY","ProShares Short VIX Short-Term Futures ETF -1x Shares","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02%,0.00%,-0.02%,-0.11%,0.05%,0.09%,-0.17%,-0.91%,-0.78%,1.71%,16.60%,-13.85%,-10.46%,0.06%,26.52%,3.13%,1.50,2.67,4.26%,5.19%,-0.65%,-8.80%,-1.69%,-16.97%,38.13%,-16.97%,38.13%,-80.88%,446.87%,48.65,,10/4/2011,Yes,Yes,,0.15%,1.37%,,2048.46,2.33,2281227,8232,,52.52,53.24,53.90,53.11,53.32,1.52%,,,"Equity - Leveraged / Inverse","Equities (Stocks)","US Equities",,"US","Passive",0.95%,4,860477707,52.57,0.01,522708852.75,154.75,501591416.97,139.76,499520668.65,138.39,443739073.84,106.48,21.03,22.69,16.09,-3.19,13.30,"futures volatility-index vix inverse"
8192,"SW","Smurfit WestRock plc","S&P 500","Consumer Cyclical","Packaging & Containers","Ireland",11038.90,17.02,10.61,,0.90,73.62,367963.40,14.48,0.58,0.00,1.34,3.15%,51.11%,2.50,0.75,-27.28%,48.29%,,,3.61%,-100.00%,-645.80%,12254.70,654.14,-31.96%,-62.49%,258.45,253.74,98.18%,4.18%,0.00%,133.19%,,7.46%,2.97,18.93,4.23%,10.73%,4523162.12%,2.18,2.18,0.00,0.00,28.54%,9.28%,5.34%,0.00%,-0.02%,-0.09%,-0.02%,-0.05%,0.12%,0.05%,0.50%,1.26%,5.42%,8.34%,-10.99%,14.71%,4.98%,20.01%,4.36%,1.05,1.50,2.61%,3.08%,-3.00%,-6.54%,7.84%,-15.04%,10.48%,-15.04%,39.09%,-29.10%,2405.29%,47.15,7/30/2024 4:30:00 PM,4/25/2008,Yes,Yes,47000,3.57%,-0.22%,1.71,6370.47,0.65,1990390,11271,56.90,41.21,41.12,42.70,41.18,42.59,3.35%,,,,,,,,,,,,,,,,,,,,,,,,,,,
8193,"SWAG","Stran & Company Inc","-","Communication Services","Advertising Agencies","USA",21.77,,,,0.29,0.55,1.18,,2.13,0.99,,,0.00%,-0.02,,,,-53.65%,,26.73%,27.49%,-1.32%,75.89,0.04,,,18.53,8.97,48.41%,51.78%,0.00%,8.33%,4.31%,0.21%,0.95,0.02,0.06%,0.09%,0.09%,2.94,2.55,0.02,0.03,32.78%,-1.51%,0.05%,0.00%,0.00%,0.00%,0.00%,0.86%,0.86%,-0.84%,0.00%,0.00%,-0.82%,-1.68%,-6.40%,-7.51%,-25.00%,-8.59%,-20.95%,2.16,0.09,8.01%,7.89%,-2.79%,1.65%,-11.08%,-18.75%,14.71%,-32.76%,28.57%,-83.26%,28.57%,48.98,6/28/2024 8:30:00 AM,11/9/2021,No,Yes,118,1.74%,-3.36%,1.00,19.54,1.21,11288,52,4.50,1.19,1.15,1.18,1.15,1.17,-1.68%,,,,,,,,,,,,,,,,,,,,,,,,,,,
8194,"SWAN","Amplify BlackSwan Growth & Treasury Core ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,0.78,2.66%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.03%,0.03%,0.04%,0.19%,0.17%,0.58%,3.19%,0.43%,5.24%,9.02%,16.77%,10.62%,0.58,0.34,0.68%,1.09%,2.29%,2.39%,8.52%,-0.66%,6.06%,-0.66%,28.15%,-15.85%,34.34%,61.65,,11/6/2018,Yes,Yes,,0.58%,-0.18%,,20.84,0.20,2043,39,,29.26,29.21,29.34,29.26,29.38,0.40%,,,"Target Date / Multi-Asset - Other","Multi-Asset - Conservative","US Diversified",,"US","Passive",0.49%,13,188084064,29.21,0.01,7648719.00,4.24,4555923.00,2.48,-3557057.00,-1.86,-46722683.00,-19.90,18.78,-2.40,4.16,,5.80,"U.S. bonds treasuries options SP500 hedge-risk"
8195,"SWBI","Smith & Wesson Brands Inc","RUT","Industrials","Aerospace & Defense","USA",672.59,17.36,,1.16,1.26,1.71,11.06,42.09,8.74,1.35,0.49,3.28%,56.05%,0.86,-0.02,10.33%,,20.77%,15.00%,6.36%,9.93%,102.75%,535.83,39.61,26.76%,1.50%,45.56,44.47,97.61%,1.36%,-3.32%,59.57%,-3.50%,2.98%,2.92,1.32,6.91%,10.12%,8.36%,2.98,1.32,0.19,0.20,29.90%,9.43%,7.39%,0.17%,0.16%,0.17%,0.20%,0.27%,0.45%,0.20%,0.20%,1.08%,-0.93%,0.20%,-4.11%,-7.96%,10.52%,14.95%,10.03%,1.05,0.42,2.06%,2.49%,-3.17%,-2.34%,-0.61%,-11.45%,7.73%,-17.34%,43.74%,-62.33%,20620.78%,45.76,6/20/2024 4:30:00 PM,8/17/1999,Yes,Yes,1509,0.34%,1.78%,1.00,453.50,0.32,70036,1055,18.00,14.61,14.87,14.95,14.74,14.92,2.12%,,,,,,,,,,,,,,,,,,,,,,,,,,,
8196,"SWI","SolarWinds Corp","RUT","Technology","Software - Infrastructure","USA",2182.85,97.17,11.80,10.68,2.82,1.67,12.87,10.96,7.71,1.00,,,,0.13,0.25,20.64%,2.83%,59.28%,9.10%,-1.07%,4.44%,3925.00%,774.29,22.91,14.69%,2.43%,166.64,46.82,28.10%,72.36%,-0.02%,26.66%,-1.29%,2.35%,1.42,1.10,0.73%,1.69%,0.90%,0.62,0.62,0.95,0.97,83.16%,25.87%,2.96%,0.16%,-0.15%,-0.19%,-0.08%,0.04%,-0.03%,0.23%,0.51%,1.38%,0.78%,0.04%,9.19%,6.93%,8.50%,25.65%,11.97%,0.96,0.40,2.78%,3.11%,7.94%,8.88%,14.30%,-1.07%,27.11%,-1.07%,58.38%,-41.17%,86.22%,63.99,8/1/2024 8:30:00 AM,10/19/2018,Yes,Yes,2103,0.51%,1.02%,3.33,772.89,0.57,209065,1128,13.25,12.69,12.82,12.91,12.70,12.89,1.54%,,,,,,,,,,,,,,,,,,,,,,,,,,,
